game_id,source,session_name,game_key,num_players,num_turns_index,n_turns,n_announcer_turns,n_player_turns,n_words,n_words_player_turns,n_chars,n_malformed_lines,num_dropped_lines,num_unparsed_lines,has_werewolf_start,has_werewolf_end
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game4,4,141,141,7,134,1192,1059,6092,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019,Game1,4,158,158,21,137,1122,1002,5770,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019,Game2,4,154,154,5,149,1300,1165,6583,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019,Game2,4,143,143,13,130,1019,895,5381,0,1,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019,Game3,4,85,85,3,82,797,679,4107,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game1,4,54,54,4,50,452,346,2327,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game2,4,99,99,2,97,842,735,4406,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game3,4,107,107,2,105,1004,898,5154,0,0,0,True,True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game4,4,181,181,1,180,1149,1046,5995,0,9,0,True,True
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,5,80,80,6,74,690,586,3556,0,0,0,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,5,116,116,4,112,901,780,4810,0,0,0,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,5,112,112,3,109,906,789,4516,0,0,0,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,5,135,135,7,128,1133,1003,5890,0,0,0,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,5,191,191,5,186,1283,1155,6527,0,0,0,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,5,212,212,16,196,1362,1215,7072,0,0,0,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game5,5,193,193,9,184,1275,1161,6466,0,0,0,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game6,5,132,132,1,131,1075,926,5435,0,0,0,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game7,5,156,156,11,145,1030,886,5293,0,0,0,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game1,5,162,162,11,151,1251,1126,6497,0,0,0,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game2,5,132,132,5,127,1094,1017,5655,0,0,0,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,5,126,126,5,121,1107,1023,5597,0,0,0,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game4,5,120,120,8,112,983,898,4916,0,0,0,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,5,157,157,8,149,1078,982,5692,0,0,0,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game1,5,154,154,9,145,1200,1091,6190,0,0,0,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game2,5,181,181,14,167,1272,1153,6443,0,0,0,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game3,5,147,147,10,137,1234,1152,6250,0,0,0,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game4,5,164,164,9,155,1086,971,5519,0,0,0,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game5,5,200,200,17,183,1405,1303,7221,0,0,0,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game1,5,83,83,10,73,600,476,3075,0,0,0,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game2,5,181,181,11,170,1194,1075,6144,0,0,0,False,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game3,5,133,133,7,126,962,845,4909,0,0,0,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game4,5,172,172,14,158,1106,970,5749,0,0,0,True,True
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game1,5,153,153,0,153,1132,1132,6093,0,0,0,True,True
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game2,5,188,188,0,188,1507,1507,7887,0,0,0,True,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game4,6,284,284,3,281,1807,1795,9676,0,0,0,True,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game5,6,165,165,0,165,888,888,4813,0,0,0,True,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game6,6,187,187,1,186,1239,1237,6658,0,0,0,True,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game7,6,185,185,0,185,1357,1357,7113,0,0,0,False,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game8,6,144,144,0,144,1042,1042,5647,0,0,0,True,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game9,6,198,198,0,198,1117,1117,5756,0,0,0,True,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game10,4,203,203,6,197,1468,1406,7444,0,0,0,True,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,4,155,155,3,152,1184,1175,6000,0,0,0,True,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,4,199,199,4,195,1372,1314,7096,0,0,0,False,False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,4,49,49,6,43,325,259,1681,0,0,0,True,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,4,85,85,6,79,405,344,2130,0,1,0,True,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,4,132,132,0,132,1357,1357,7056,0,0,0,True,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,4,131,131,1,130,1064,1058,5643,0,0,0,True,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,4,144,144,0,144,1104,1104,5640,0,0,0,True,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,4,128,128,2,126,1160,1148,6247,0,0,0,True,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,4,126,126,0,126,841,841,4502,0,0,0,True,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,4,138,138,0,138,1008,1008,5183,0,0,0,True,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,4,235,235,12,223,1534,1468,7864,0,0,0,True,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,4,85,85,3,82,619,559,3353,0,0,0,True,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,4,130,130,2,128,948,888,4852,0,0,0,True,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,4,207,207,1,206,1411,1390,7382,0,0,0,True,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,4,173,173,6,167,1210,1142,6441,0,0,0,True,True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,4,85,85,0,85,802,802,4122,0,0,0,True,True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,4,48,48,0,48,318,318,1646,0,1,0,False,False
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,4,43,43,0,43,187,187,984,0,0,0,True,True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,4,63,63,2,61,418,411,2160,0,0,0,False,False
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,4,66,66,3,63,422,410,2150,0,0,0,False,False
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,4,47,47,1,46,310,307,1642,0,0,0,False,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game10,4,20,20,0,20,108,108,570,0,0,0,True,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game11,4,66,66,1,65,422,419,2201,0,0,0,True,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game12,4,35,35,0,35,219,219,1161,0,0,0,False,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game7,4,75,75,4,71,422,410,2145,0,0,0,True,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,4,49,49,0,49,344,344,1719,0,0,0,False,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game9,4,47,47,0,47,345,345,1766,0,0,0,True,True
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,5,219,219,0,219,1909,1909,10405,0,0,0,True,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,6,239,239,1,238,1590,1585,8010,0,19,0,True,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,6,260,260,1,259,1712,1705,9017,0,0,0,True,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,6,120,120,1,119,818,817,4314,0,0,0,False,True
