game_id,n_village_aligned_votes,village_vote_counts,village_top_targets,village_top_target_names,village_top_share,village_vote_entropy,village_modal_correct
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,3,"{""Paul"": 1, ""Justin"": 1, ""Laura"": 1}","[0, 1, 2]","[""Justin"", ""Laura"", ""Paul""]",0.3333333333333333,1.0986122886681096,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,3,"{""Laura"": 2, ""Justin"": 1}",[1],"[""Laura""]",0.6666666666666666,0.6365141682948128,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,3,"{""James"": 1, ""Laura"": 1, ""Mitchell"": 1}","[1, 3, 4]","[""Laura"", ""James"", ""Mitchell""]",0.3333333333333333,1.0986122886681096,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,3,"{""Laura"": 3}",[1],"[""Laura""]",1.0,-0.0,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,4,"{""Mitchell"": 3, ""Justin"": 1}",[3],"[""Mitchell""]",0.75,0.5623351446188083,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,4,"{""Eric"": 1, ""Paul"": 1, ""Mitchell"": 1, ""Mike"": 1}","[1, 2, 3, 4]","[""Eric"", ""Paul"", ""Mitchell"", ""Mike""]",0.25,1.3862943611198906,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,4,"{""Paul"": 3, ""Mike"": 1}",[2],"[""Paul""]",0.75,0.5623351446188083,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,3,"{""Mitchell"": 1, ""Eric"": 2}",[1],"[""Eric""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,3,"{""Jack"": 2, ""Sebastian"": 1}",[2],"[""Jack""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,3,"{""Sian"": 2, ""Chris"": 1}",[5],"[""Sian""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,4,"{""Elliot"": 1, ""Chris"": 3}",[3],"[""Chris""]",0.75,0.5623351446188083,True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,4,"{""Sukeshi"": 4}",[4],"[""Sukeshi""]",1.0,-0.0,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,4,"{""James"": 1, ""Elliot"": 1, ""Sian"": 1, ""Ashley"": 1}","[0, 1, 2, 5]","[""Elliot"", ""Ashley"", ""James"", ""Sian""]",0.25,1.3862943611198906,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,3,"{""Ashley"": 3}",[1],"[""Ashley""]",1.0,-0.0,False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,5,"{""Elliot"": 3, ""Sukeshi"": 2}",[0],"[""Elliot""]",0.6,0.6730116670092565,False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,2,"{""Zack"": 1, ""Sean"": 1}","[0, 1]","[""Zack"", ""Sean""]",0.5,0.6931471805599453,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,3,"{""Jacob"": 2, ""Zack"": 1}",[3],"[""Jacob""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,4,"{""Jacob"": 1, ""Sean"": 1, ""Zack"": 1, ""Hunter"": 1}","[0, 1, 2, 3]","[""Zack"", ""Sean"", ""Hunter"", ""Jacob""]",0.25,1.3862943611198906,False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,3,"{""Sean"": 3}",[1],"[""Sean""]",1.0,-0.0,True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,3,"{""Jacob"": 3}",[3],"[""Jacob""]",1.0,-0.0,False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,3,"{""Zack"": 1, ""Sean"": 2}",[1],"[""Sean""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,1,"{""Tyler"": 1}",[0],"[""Tyler""]",1.0,-0.0,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,2,"{""Clint"": 2}",[3],"[""Clint""]",1.0,-0.0,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,3,"{""Margaret"": 1, ""Erin"": 2}",[2],"[""Erin""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,2,"{""Erin"": 1, ""Tyler"": 1}","[0, 2]","[""Tyler"", ""Erin""]",0.5,0.6931471805599453,True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,3,"{""Tyler"": 2, ""Clint"": 1}",[0],"[""Tyler""]",0.6666666666666666,0.6365141682948128,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,3,"{""Jacob"": 1, ""Sean"": 1, ""Hunter"": 1}","[1, 2, 3]","[""Sean"", ""Hunter"", ""Jacob""]",0.3333333333333333,1.0986122886681096,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,3,"{""Jacob"": 1, ""Sean"": 2}",[1],"[""Sean""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,3,"{""Jacob"": 2, ""Zack"": 1}",[3],"[""Jacob""]",0.6666666666666666,0.6365141682948128,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,2,"{""Jacob"": 1, ""Hunter"": 1}","[2, 3]","[""Hunter"", ""Jacob""]",0.5,0.6931471805599453,True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,2,"{""Sean"": 2}",[1],"[""Sean""]",1.0,-0.0,True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,2,"{""Jessica"": 1, ""Daniel"": 1}","[2, 3]","[""Jessica"", ""Daniel""]",0.5,0.6931471805599453,False
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,1,"{""Kaelan"": 1}",[1],"[""Kaelan""]",1.0,-0.0,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,2,"{""Jessica"": 1, ""Kaelan"": 1}","[1, 2]","[""Kaelan"", ""Jessica""]",0.5,0.6931471805599453,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,3,"{""Jessica"": 3}",[2],"[""Jessica""]",1.0,-0.0,False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,2,"{""Jessica"": 2}",[2],"[""Jessica""]",1.0,-0.0,True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,2,"{""Daniel"": 2}",[3],"[""Daniel""]",1.0,-0.0,False
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,3,"{""Sebastian"": 2, ""Jack"": 1}",[1],"[""Sebastian""]",0.6666666666666666,0.6365141682948128,False
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,4,"{""Sukeshi"": 1, ""Ashley"": 3}",[1],"[""Ashley""]",0.75,0.5623351446188083,True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,5,"{""Sian"": 3, ""James"": 2}",[5],"[""Sian""]",0.6,0.6730116670092565,False
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,5,"{""James"": 5}",[2],"[""James""]",1.0,-0.0,True
