game_id,source,split,session_name,game_key,speaker,speaker_idx,speaker_start_role,speaker_end_role,num_turns,n_raw_empty_annotation_utterances,n_raw_no_strategy_utterances,n_multi_label_utterances,n_strategy_utterances,n_no_strategy_or_empty_utterances,n_accusation,n_call_for_action,n_defense,n_evidence,n_identity_declaration,n_interrogation,n_no_strategy_empty,n_strategy_labels,strategy_utterance_rate,no_strategy_or_empty_utterance_rate,multi_label_utterance_rate,rate_accusation_per_turn,rate_call_for_action_per_turn,rate_defense_per_turn,rate_evidence_per_turn,rate_identity_declaration_per_turn,rate_interrogation_per_turn
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,Justin,0.0,Robber,Villager,19,0,10,1,9,10,1,0,3,1,1,4,10,10,0.47368421052631576,0.5263157894736842,0.05263157894736842,0.05263157894736842,0.0,0.15789473684210525,0.05263157894736842,0.05263157894736842,0.21052631578947367
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game1,Youtube,test,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game1,Mitchell,3.0,Werewolf,Werewolf,12,0,5,2,7,5,0,1,1,2,2,3,5,9,0.5833333333333334,0.4166666666666667,0.16666666666666666,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.25
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Alvin,1.0,Seer,Seer,88,0,56,1,32,56,16,2,2,1,2,10,56,33,0.36363636363636365,0.6363636363636364,0.011363636363636364,0.18181818181818182,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.022727272727272728,0.11363636363636363
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,James,2.0,Tanner,Tanner,99,0,65,3,34,65,8,3,7,2,4,13,65,37,0.3434343434343434,0.6565656565656566,0.030303030303030304,0.08080808080808081,0.030303030303030304,0.0707070707070707,0.020202020202020204,0.04040404040404041,0.13131313131313133
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Justin,0.0,Werewolf,Robber,114,0,74,4,40,74,8,5,10,3,3,17,74,46,0.3508771929824561,0.6491228070175439,0.03508771929824561,0.07017543859649122,0.043859649122807015,0.08771929824561403,0.02631578947368421,0.02631578947368421,0.14912280701754385
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game10,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game10,Mitchell,3.0,Robber,Werewolf,83,0,35,4,48,35,22,5,11,4,3,7,35,52,0.5783132530120482,0.42168674698795183,0.04819277108433735,0.26506024096385544,0.060240963855421686,0.13253012048192772,0.04819277108433735,0.03614457831325301,0.08433734939759036
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Alvin,1.0,Robber,Villager,16,0,3,0,13,3,4,0,0,0,2,7,3,13,0.8125,0.1875,0.0,0.25,0.0,0.0,0.0,0.125,0.4375
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,James,2.0,Villager,Robber,30,0,9,2,21,9,6,6,3,4,2,3,9,24,0.7,0.3,0.06666666666666667,0.2,0.2,0.1,0.13333333333333333,0.06666666666666667,0.1
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Justin,0.0,Werewolf,Werewolf,20,0,8,3,12,8,3,0,1,4,2,5,8,15,0.6,0.4,0.15,0.15,0.0,0.05,0.2,0.1,0.25
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game2,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game2,Mitchell,3.0,Villager,Villager,20,0,6,3,14,6,6,4,0,1,2,4,6,17,0.7,0.3,0.15,0.3,0.2,0.0,0.05,0.1,0.2
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Alvin,1.0,Seer,Seer,22,0,6,2,16,6,13,0,0,1,1,4,6,19,0.7272727272727273,0.2727272727272727,0.09090909090909091,0.5909090909090909,0.0,0.0,0.045454545454545456,0.045454545454545456,0.18181818181818182
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,James,2.0,Villager,Villager,18,0,7,0,11,7,4,0,2,0,1,4,7,11,0.6111111111111112,0.3888888888888889,0.0,0.2222222222222222,0.0,0.1111111111111111,0.0,0.05555555555555555,0.2222222222222222
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Justin,0.0,Werewolf,Robber,15,0,12,1,3,12,0,0,0,0,2,2,12,4,0.2,0.8,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.13333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game3,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game3,Mitchell,3.0,Robber,Werewolf,24,0,8,1,16,8,8,1,2,0,1,5,8,17,0.6666666666666666,0.3333333333333333,0.041666666666666664,0.3333333333333333,0.041666666666666664,0.08333333333333333,0.0,0.041666666666666664,0.20833333333333334
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Alvin,1.0,Seer,Seer,33,0,11,3,22,11,16,0,1,0,4,4,11,25,0.6666666666666666,0.3333333333333333,0.09090909090909091,0.48484848484848486,0.0,0.030303030303030304,0.0,0.12121212121212122,0.12121212121212122
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,James,2.0,Villager,Villager,30,0,11,3,19,11,10,1,4,2,4,1,11,22,0.6333333333333333,0.36666666666666664,0.1,0.3333333333333333,0.03333333333333333,0.13333333333333333,0.06666666666666667,0.13333333333333333,0.03333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Justin,0.0,Werewolf,Robber,24,0,12,1,12,12,3,2,0,3,1,4,12,13,0.5,0.5,0.041666666666666664,0.125,0.08333333333333333,0.0,0.125,0.041666666666666664,0.16666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game4,Mitchell,3.0,Robber,Werewolf,43,0,7,3,36,7,20,0,3,1,3,12,7,39,0.8372093023255814,0.16279069767441862,0.06976744186046512,0.46511627906976744,0.0,0.06976744186046512,0.023255813953488372,0.06976744186046512,0.27906976744186046
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Alvin,1.0,Werewolf,Robber,15,0,7,0,8,7,2,0,1,1,1,3,7,8,0.5333333333333333,0.4666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.2
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,James,2.0,Villager,Villager,39,0,15,3,24,15,14,1,2,1,2,7,15,27,0.6153846153846154,0.38461538461538464,0.07692307692307693,0.358974358974359,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.05128205128205128,0.1794871794871795
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Justin,0.0,Villager,Villager,37,0,16,0,21,16,5,1,1,0,2,12,16,21,0.5675675675675675,0.43243243243243246,0.0,0.13513513513513514,0.02702702702702703,0.02702702702702703,0.0,0.05405405405405406,0.32432432432432434
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game5,Mitchell,3.0,Robber,Werewolf,27,0,9,3,18,9,6,2,4,6,2,1,9,21,0.6666666666666666,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.07407407407407407,0.14814814814814814,0.2222222222222222,0.07407407407407407,0.037037037037037035
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Alvin,1.0,Seer,Seer,18,0,0,4,18,0,8,1,5,2,4,4,0,24,1.0,0.0,0.2222222222222222,0.4444444444444444,0.05555555555555555,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.2222222222222222
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,James,2.0,Hunter,Hunter,35,0,9,8,26,9,11,3,8,1,6,6,9,35,0.7428571428571429,0.2571428571428571,0.22857142857142856,0.3142857142857143,0.08571428571428572,0.22857142857142856,0.02857142857142857,0.17142857142857143,0.17142857142857143
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Justin,0.0,Robber,Werewolf,25,0,10,6,15,10,2,3,10,2,2,2,10,21,0.6,0.4,0.24,0.08,0.12,0.4,0.08,0.08,0.08
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game6,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game6,Mitchell,3.0,Werewolf,Robber,31,0,9,3,22,9,8,2,9,3,1,2,9,25,0.7096774193548387,0.2903225806451613,0.0967741935483871,0.25806451612903225,0.06451612903225806,0.2903225806451613,0.0967741935483871,0.03225806451612903,0.06451612903225806
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Alvin,1.0,Robber,Drunk,19,0,6,0,13,6,4,1,1,1,1,5,6,13,0.6842105263157895,0.3157894736842105,0.0,0.21052631578947367,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.05263157894736842,0.2631578947368421
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,James,2.0,Werewolf,Werewolf,24,0,12,2,12,12,6,1,5,0,1,2,12,15,0.5,0.5,0.08333333333333333,0.25,0.041666666666666664,0.20833333333333334,0.0,0.041666666666666664,0.08333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Justin,0.0,Seer,Seer,32,0,19,3,13,19,0,3,6,4,2,4,19,19,0.40625,0.59375,0.09375,0.0,0.09375,0.1875,0.125,0.0625,0.125
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game7,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game7,Mitchell,3.0,Drunk,Werewolf,19,0,14,1,5,14,3,1,0,1,1,0,14,6,0.2631578947368421,0.7368421052631579,0.05263157894736842,0.15789473684210525,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Alvin,1.0,Werewolf,Werewolf,14,0,4,1,10,4,3,0,0,2,2,4,4,11,0.7142857142857143,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,James,2.0,Villager,Robber,34,0,13,3,21,13,10,5,2,1,1,5,13,24,0.6176470588235294,0.38235294117647056,0.08823529411764706,0.29411764705882354,0.14705882352941177,0.058823529411764705,0.029411764705882353,0.029411764705882353,0.14705882352941177
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Justin,0.0,Robber,Villager,34,0,10,3,24,10,6,2,2,5,5,8,10,28,0.7058823529411765,0.29411764705882354,0.08823529411764706,0.17647058823529413,0.058823529411764705,0.058823529411764705,0.14705882352941177,0.14705882352941177,0.23529411764705882
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Mitchell,3.0,Werewolf,Werewolf,22,0,8,1,14,8,7,0,4,0,2,2,8,15,0.6363636363636364,0.36363636363636365,0.045454545454545456,0.3181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.09090909090909091
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Alvin,1.0,Villager,Robber,20,0,11,0,9,11,5,1,0,0,1,2,11,9,0.45,0.55,0.0,0.25,0.05,0.0,0.0,0.05,0.1
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,James,2.0,Robber,Villager,19,0,5,1,14,5,3,3,5,0,0,4,5,15,0.7368421052631579,0.2631578947368421,0.05263157894736842,0.15789473684210525,0.15789473684210525,0.2631578947368421,0.0,0.0,0.21052631578947367
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Justin,0.0,Seer,Seer,33,0,12,3,21,12,3,2,9,3,1,6,12,24,0.6363636363636364,0.36363636363636365,0.09090909090909091,0.09090909090909091,0.06060606060606061,0.2727272727272727,0.09090909090909091,0.030303030303030304,0.18181818181818182
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Mitchell,3.0,Werewolf,Werewolf,33,0,10,3,23,10,12,0,7,1,1,5,10,26,0.696969696969697,0.30303030303030304,0.09090909090909091,0.36363636363636365,0.0,0.21212121212121213,0.030303030303030304,0.030303030303030304,0.15151515151515152
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Caitlynn,3.0,Villager,Werewolf,3,0,2,0,1,2,0,0,0,0,1,0,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Dan,1.0,Troublemaker,Troublemaker,24,0,12,1,12,12,7,0,1,3,1,2,12,14,0.5,0.5,0.041666666666666664,0.2916666666666667,0.0,0.041666666666666664,0.125,0.041666666666666664,0.08333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Justin,0.0,Werewolf,Villager,36,0,17,6,19,17,5,2,2,1,8,8,17,26,0.5277777777777778,0.4722222222222222,0.16666666666666666,0.1388888888888889,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.2222222222222222,0.2222222222222222
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Mike,4.0,Villager,Villager,14,0,10,0,4,10,2,0,1,0,0,1,10,4,0.2857142857142857,0.7142857142857143,0.0,0.14285714285714285,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Mitchell,2.0,Seer,Seer,26,0,17,3,9,17,4,1,1,3,2,1,17,12,0.34615384615384615,0.6538461538461539,0.11538461538461539,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.11538461538461539,0.07692307692307693,0.038461538461538464
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Caitlynn,3.0,Robber,Villager,3,0,2,1,1,2,0,0,1,1,0,0,2,2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Dan,1.0,Villager,Seer,11,0,8,0,3,8,0,0,0,0,1,2,8,3,0.2727272727272727,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Justin,0.0,Seer,Villager,15,0,4,0,11,4,0,2,0,4,0,5,4,11,0.7333333333333333,0.26666666666666666,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.0,0.3333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Mike,4.0,Troublemaker,Troublemaker,12,0,8,0,4,8,2,0,0,0,0,2,8,4,0.3333333333333333,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.16666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,val,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Mitchell,2.0,Villager,Robber,18,0,13,0,5,13,0,1,1,1,0,2,13,5,0.2777777777777778,0.7222222222222222,0.0,0.0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.0,0.1111111111111111
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Caitlynn,3.0,Villager,Villager,3,0,2,0,1,2,0,0,0,0,1,0,2,1,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Dan,1.0,Villager,Villager,3,0,0,0,3,0,1,0,0,0,1,1,0,3,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Justin,0.0,Werewolf,Werewolf,17,0,9,1,8,9,0,0,0,0,1,8,9,9,0.47058823529411764,0.5294117647058824,0.058823529411764705,0.0,0.0,0.0,0.0,0.058823529411764705,0.47058823529411764
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Mike,4.0,Troublemaker,Troublemaker,17,0,5,0,12,5,0,0,2,4,0,6,5,12,0.7058823529411765,0.29411764705882354,0.0,0.0,0.0,0.11764705882352941,0.23529411764705882,0.0,0.35294117647058826
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Mitchell,2.0,Robber,Robber,19,0,3,4,16,3,5,0,3,5,3,5,3,21,0.8421052631578947,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.0,0.15789473684210525,0.2631578947368421,0.15789473684210525,0.2631578947368421
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Caitlynn,3.0,Villager,Robber,12,0,4,0,8,4,4,0,3,0,0,1,4,8,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.0,0.0,0.08333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Dan,1.0,Seer,Seer,18,0,5,2,13,5,4,0,3,1,1,6,5,15,0.7222222222222222,0.2777777777777778,0.1111111111111111,0.2222222222222222,0.0,0.16666666666666666,0.05555555555555555,0.05555555555555555,0.3333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Justin,0.0,Robber,Villager,21,0,7,3,14,7,3,0,3,4,1,7,7,18,0.6666666666666666,0.3333333333333333,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.19047619047619047,0.047619047619047616,0.3333333333333333
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Mike,4.0,Werewolf,Werewolf,20,0,6,3,14,6,6,1,3,4,1,2,6,17,0.7,0.3,0.15,0.3,0.05,0.15,0.2,0.05,0.1
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Mitchell,2.0,Villager,Villager,21,0,7,0,14,7,5,1,0,1,3,4,7,14,0.6666666666666666,0.3333333333333333,0.0,0.23809523809523808,0.047619047619047616,0.0,0.047619047619047616,0.14285714285714285,0.19047619047619047
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Caitlynn,3.0,Werewolf,Werewolf,14,0,2,1,12,2,5,0,1,2,0,5,2,13,0.8571428571428571,0.14285714285714285,0.07142857142857142,0.35714285714285715,0.0,0.07142857142857142,0.14285714285714285,0.0,0.35714285714285715
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Dan,1.0,Robber,Tanner,11,0,9,0,2,9,0,0,0,0,0,2,9,2,0.18181818181818182,0.8181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Justin,0.0,Seer,Robber,35,0,11,3,24,11,5,1,2,5,2,12,11,27,0.6857142857142857,0.3142857142857143,0.08571428571428572,0.14285714285714285,0.02857142857142857,0.05714285714285714,0.14285714285714285,0.05714285714285714,0.34285714285714286
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Mike,4.0,Troublemaker,Troublemaker,28,0,7,4,21,7,12,0,1,3,1,8,7,25,0.75,0.25,0.14285714285714285,0.42857142857142855,0.0,0.03571428571428571,0.10714285714285714,0.03571428571428571,0.2857142857142857
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Mitchell,2.0,Tanner,Seer,23,0,8,0,15,8,3,1,2,6,2,1,8,15,0.6521739130434783,0.34782608695652173,0.0,0.13043478260869565,0.043478260869565216,0.08695652173913043,0.2608695652173913,0.08695652173913043,0.043478260869565216
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Caitlynn,3.0,Troublemaker,Troublemaker,24,0,14,0,10,14,6,0,0,2,1,1,14,10,0.4166666666666667,0.5833333333333334,0.0,0.25,0.0,0.0,0.08333333333333333,0.041666666666666664,0.041666666666666664
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Dan,1.0,Seer,Seer,36,0,11,3,25,11,7,0,9,5,2,6,11,29,0.6944444444444444,0.3055555555555556,0.08333333333333333,0.19444444444444445,0.0,0.25,0.1388888888888889,0.05555555555555555,0.16666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Justin,0.0,Tanner,Werewolf,36,0,22,2,14,22,4,1,2,2,1,6,22,16,0.3888888888888889,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.027777777777777776,0.05555555555555555,0.05555555555555555,0.027777777777777776,0.16666666666666666
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Mike,4.0,Werewolf,Werewolf,25,0,12,0,13,12,6,1,1,1,0,4,12,13,0.52,0.48,0.0,0.24,0.04,0.04,0.04,0.0,0.16
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Mitchell,2.0,Werewolf,Tanner,29,0,15,2,14,15,10,0,2,0,1,3,15,16,0.4827586206896552,0.5172413793103449,0.06896551724137931,0.3448275862068966,0.0,0.06896551724137931,0.0,0.034482758620689655,0.10344827586206896
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,train,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,Caitlynn,3.0,Werewolf,Werewolf,10,0,4,0,6,4,1,0,0,0,0,5,4,6,0.6,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.5
