game_id,run_1,run_2,run_3,greedy_t0,n_unique_votes,all_same,agreement_type,vote_pattern
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Erin,Brent,Erin,Brent,2,False,two_vs_one,Erin | Brent | Erin
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Dylan,Dylan,Dylan,Dylan,1,True,unanimous,Dylan | Dylan | Dylan
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,No Werewolf,No Werewolf,No Werewolf,Brett,1,True,unanimous,No Werewolf | No Werewolf | No Werewolf
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Dustin,Dustin,Dustin,Dustin,1,True,unanimous,Dustin | Dustin | Dustin
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Pete,Pete,1,True,unanimous,Pete | Pete | Pete
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Katie,Katie,Katie,Dustin,1,True,unanimous,Katie | Katie | Katie
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Katie,No Werewolf,No Werewolf,No Werewolf,2,False,two_vs_one,Katie | No Werewolf | No Werewolf
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Brett,Katie,Katie,Katie,2,False,two_vs_one,Brett | Katie | Katie
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Eric,Shane,Eric,Shane,2,False,two_vs_one,Eric | Shane | Eric
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Justin,Paul,Paul,Justin,2,False,two_vs_one,Justin | Paul | Paul
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,No Werewolf,Mike,Mike,Mike,2,False,two_vs_one,No Werewolf | Mike | Mike
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Mike,Mike,Eric,Mike,2,False,two_vs_one,Mike | Mike | Eric
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Eric,Eric,Eric,Eric,1,True,unanimous,Eric | Eric | Eric
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,Mitchell,Mitchell,Mitchell,1,True,unanimous,Mitchell | Mitchell | Mitchell
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Justin,Tyler,Justin,Paul,2,False,two_vs_one,Justin | Tyler | Justin
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,James,James,James,Mitchell,1,True,unanimous,James | James | James
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Paul,Paul,No Werewolf,Paul,2,False,two_vs_one,Paul | Paul | No Werewolf
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,James,James,James,James,1,True,unanimous,James | James | James
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,James,James,James,Justin,1,True,unanimous,James | James | James
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Laura,James,Laura,James,2,False,two_vs_one,Laura | James | Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Laura,Laura,No Werewolf,James,2,False,two_vs_one,Laura | Laura | No Werewolf
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Mitchell,Mitchell,2,False,two_vs_one,Justin | Justin | Mitchell
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,No Werewolf,No Werewolf,No Werewolf,No Werewolf,1,True,unanimous,No Werewolf | No Werewolf | No Werewolf
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin
