source,session,game,player,roles_claimed,n_distinct_roles_claimed_self,is_in_role_conflict,n_conflicting_claimants,conflicting_roles,is_self_contradiction
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,Mitchell,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Alvin,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Justin,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,Mitchell,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Caitlynn,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Dan,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Justin,"[""Robber"", ""Werewolf""]",2,True,1,"[""Robber""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,Dan,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Caitlynn,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Dan,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Justin,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,Mitchell,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Dan,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Justin,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Mike,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,Mitchell,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Justin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Mike,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,Mitchell,"[""Robber"", ""Villager""]",2,True,1,"[""Villager""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Caitlynn,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Dan,"[""Seer"", ""Tanner"", ""Werewolf""]",3,True,1,"[""Werewolf""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Justin,"[""Werewolf""]",1,True,1,"[""Werewolf""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,Mitchell,"[""Double Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,Dan,"[""Seer"", ""Villager""]",2,True,2,"[""Seer"", ""Villager""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,Justin,"[""Robber"", ""Seer""]",2,True,1,"[""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,Mike,"[""Villager""]",1,True,1,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,Mithcell,"[""Tanner""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game8,Dan,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game8,Justin,"[""Robber"", ""Tanner""]",2,True,1,"[""Robber""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game8,Mike,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game8,Mitchell,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game2,James,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game2,Justin,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game2,Mike,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game2,Mitchell,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game3,Justin,"[""Villager""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game3,Mike,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game4,James,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game4,Justin,"[""Insomniac"", ""Villager""]",2,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game4,Mike,"[""Villager""]",1,True,2,"[""Villager""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game4,Mitchell,"[""Tanner""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game5,James,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game5,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game5,Mitchell,"[""Tanner"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game6,James,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game6,Justin,"[""Tanner"", ""Troublemaker""]",2,True,2,"[""Tanner"", ""Troublemaker""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game6,Mike,"[""Seer"", ""Werewolf""]",2,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game6,Mitchell,"[""Robber"", ""Tanner""]",2,True,1,"[""Tanner""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game7,James,"[""Tanner""]",1,True,1,"[""Tanner""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game7,Justin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game7,Mitchell,"[""Tanner""]",1,True,1,"[""Tanner""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game8,James,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game8,Mitchell,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game10,James,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game10,Justin,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game10,Mike,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game11,Caitlynn,"[""Insomniac"", ""Minion""]",2,True,1,"[""Insomniac"", ""Minion""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game11,Mike,"[""Seer"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game11,Mitchell,"[""Insomniac"", ""Minion""]",2,True,1,"[""Insomniac"", ""Minion""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,James,"[""Insomniac"", ""Seer""]",2,True,2,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,Kayla,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,Mike,"[""Seer""]",1,True,2,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,Mitchell,"[""Seer""]",1,True,2,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game4,James,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game4,Justin,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game4,Mike,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game5,James,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game5,Justin,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game5,Mike,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game6,James,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game6,Justin,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game6,Mike,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game7,Justin,"[""Minion""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game7,Mike,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,Caitlynn,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,James,"[""Drunk"", ""Werewolf""]",2,True,1,"[""Drunk""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,Mike,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,Mitchell,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game1,Mitchell,"[""Seer"", ""Werewolf""]",2,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game2,Justin,"[""Robber"", ""Werewolf""]",2,True,1,"[""Werewolf""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game2,Mitchell,"[""Villager"", ""Werewolf""]",2,True,1,"[""Werewolf""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game2,Paul,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game3,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game3,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game3,Paul,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game4,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game4,Mitchell,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game4,Paul,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game5,Justin,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game5,Mitchell,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game5,Paul,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game6,Paul,"[""Insomniac"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game7,Justin,"[""Insomniac"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game7,Mitchell,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game8,Justin,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game8,Mitchell,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game8,Paul,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,Haak,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,Jordan,"[""Hunter"", ""Robber"", ""Werewolf""]",3,True,1,"[""Hunter""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,Meryl,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,Robin,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,Sarah,"[""Hunter"", ""Seer""]",2,True,2,"[""Hunter"", ""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Haak,"[""Hunter""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Jordan,"[""Minion"", ""Robber"", ""Seer""]",3,True,2,"[""Minion"", ""Robber"", ""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Meryl,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Robin,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Sarah,"[""Drunk"", ""Minion"", ""Robber""]",3,True,1,"[""Minion"", ""Robber""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Alban,"[""Insomniac""]",1,True,1,"[""Insomniac""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Julie,"[""Insomniac""]",1,True,1,"[""Insomniac""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Justin,"[""Drunk"", ""Revealer""]",2,True,2,"[""Drunk"", ""Revealer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Mike,"[""Revealer""]",1,True,1,"[""Revealer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Mitchell,"[""Drunk"", ""Robber"", ""Seer""]",3,True,1,"[""Drunk""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,Alana,"[""Insomniac""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,Matt,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,Mike,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,Mitchell,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,Justin,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,Mike,"[""Robber"", ""Villager""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,Mitchell,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Julie,"[""Seer"", ""Troublemaker""]",2,True,2,"[""Troublemaker""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Justin,"[""Troublemaker""]",1,True,2,"[""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Mike,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Mitchell,"[""Robber"", ""Troublemaker""]",2,True,3,"[""Robber"", ""Troublemaker""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,Julie,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,Justin,"[""Tanner"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,Mitchell,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game1,Caitlynn,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game1,Mitchell,"[""Insomniac"", ""Troublemaker""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,Justin,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,Mike,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,Justin,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,Mitchell,"[""Revealer"", ""Robber"", ""Seer""]",3,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,Paul,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Meghan,"[""Robber"", ""Werewolf""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Mitch,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Paul,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,Justin,"[""Tanner""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,Mike,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,Alysha,"[""Seer"", ""Troublemaker""]",2,True,2,"[""Seer"", ""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,Justin,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,Mike,"[""Revealer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,Paul,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Alysha,"[""Seer""]",1,True,2,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Caitlynn,"[""Tanner""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Justin,"[""Seer"", ""Werewolf""]",2,True,2,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Mike,"[""Drunk"", ""Seer"", ""Troublemaker""]",3,True,3,"[""Drunk"", ""Seer""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Paul,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Alysha,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Justin,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Mike,"[""Troublemaker""]",1,True,1,"[""Troublemaker""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Paul,"[""Minion""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Alysha,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Justin,"[""Insomniac"", ""Tanner"", ""Witch""]",3,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Mike,"[""Minion""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Mitchell,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Paul,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game4,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,Carly,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,Paul,"[""Hunter""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Justin,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Mitchell,"[""Revealer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game3,Paul,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Mike,"[""Troublemaker""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Mitchell,"[""Revealer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,James,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Justin,"[""Robber""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Mike,"[""Tanner""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,James,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Justin,"[""Revealer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Mike,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Justin,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Mike,"[""Seer""]",1,True,1,"[""Seer""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Mitchell,"[""Drunk""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Justin,"[""Drunk"", ""Robber""]",2,True,2,"[""Drunk"", ""Robber""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Mitchell,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Paul,"[""Robber""]",1,True,1,"[""Robber""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Justin,"[""Drunk"", ""Tanner""]",2,True,1,"[""Drunk""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Mike,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Mitchell,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Justin,"[""Drunk"", ""Robber""]",2,True,1,"[""Drunk""]",True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Mike,"[""Werewolf""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Mitchell,"[""Seer""]",1,False,0,[],False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Paul,"[""Drunk""]",1,True,1,"[""Drunk""]",False
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Justin,"[""Seer"", ""Villager""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Mike,"[""Revealer"", ""Robber""]",2,False,0,[],True
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Paul,"[""Troublemaker""]",1,False,0,[],False
