source,session,game,player,is_self_contradiction,claim_line_numbers,claim_sets
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Meryl,False,"[45, 81, 89]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Robin,False,"[25, 39, 70]","[[""Seer""], [""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,Sarah,True,"[14, 24, 26, 54]","[[""Minion""], [""Robber""], [""Drunk""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Justin,True,"[11, 24, 29]","[[""Drunk""], [""Drunk""], [""Revealer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,Mitchell,True,"[14, 35, 58]","[[""Seer""], [""Robber""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,Justin,False,"[62, 64]","[[""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,Mike,True,"[26, 69, 101, 129, 132]","[[""Villager""], [""Robber""], [""Robber""], [""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Julie,True,"[39, 41, 63, 99]","[[""Seer""], [""Seer""], [""Troublemaker""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Justin,False,"[14, 111]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Mike,False,"[29, 113]","[[""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,Mitchell,True,"[70, 90, 105]","[[""Troublemaker""], [""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,Justin,True,"[18, 65]","[[""Werewolf""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,Mitchell,False,"[57, 85]","[[""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game1,Mitchell,True,"[49, 106, 108]","[[""Insomniac""], [""Troublemaker""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,Justin,False,"[125, 127]","[[""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,Mike,False,"[120, 122]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,Justin,False,"[47, 50, 57, 79]","[[""Drunk""], [""Drunk""], [""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,Mitchell,True,"[20, 44, 58]","[[""Robber""], [""Revealer"", ""Robber""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Justin,False,"[20, 118]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Meghan,True,"[51, 53, 94, 122, 130]","[[""Robber""], [""Werewolf""], [""Werewolf""], [""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,Paul,False,"[43, 47]","[[""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,Justin,False,"[94, 118]","[[""Tanner""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,Justin,False,"[37, 60]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Alysha,False,"[34, 55]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Justin,False,"[53, 125]","[[""Seer""], [""Seer"", ""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Mike,True,"[20, 126, 171, 176]","[[""Troublemaker""], [""Drunk"", ""Seer""], [""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,Paul,False,"[61, 169]","[[""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Justin,False,"[49, 94]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,Mike,False,"[50, 66]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Alysha,False,"[15, 34]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,Justin,True,"[2, 47, 79, 114]","[[""Insomniac""], [""Witch""], [""Witch""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#37##April#21st#2018,Game2,Mike,False,"[20, 52, 91]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,Justin,False,"[22, 132]","[[""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Justin,False,"[24, 111, 132]","[[""Revealer""], [""Revealer""], [""Revealer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,Mike,False,"[38, 45]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Justin,False,"[62, 70]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,Mike,False,"[69, 126]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Justin,True,"[43, 68, 70, 72, 148]","[[""Robber""], [""Drunk""], [""Drunk""], [""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,Mitchell,False,"[29, 76]","[[""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Justin,True,"[25, 44, 49]","[[""Drunk""], [""Tanner""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,Mike,False,"[15, 34]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Justin,True,"[38, 70, 94, 96]","[[""Robber""], [""Robber""], [""Drunk""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,Mitchell,False,"[37, 65]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Justin,True,"[97, 100, 136, 146]","[[""Seer""], [""Seer""], [""Villager""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,Mike,True,"[96, 101, 120]","[[""Revealer""], [""Revealer""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,Paul,True,"[32, 106, 109]","[[""Robber""], [""Tanner""], [""Seer"", ""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Justin,True,"[8, 57]","[[""Troublemaker""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,Paul,True,"[9, 64]","[[""Troublemaker""], [""Drunk""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,Mike,False,"[36, 41, 57, 64, 105, 107]","[[""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Justin,True,"[25, 57]","[[""Insomniac""], [""Tanner"", ""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,Mitchell,True,"[24, 51]","[[""Seer""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game5,Paul,False,"[19, 21, 61, 67]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,Game6,Mike,False,"[55, 97]","[[""Hunter""], [""Hunter""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,Game6,Mitchell,True,"[23, 38]","[[""Tanner""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016,Game1,Chris,True,"[27, 80, 95]","[[""Seer""], [""Werewolf""], [""Seer"", ""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016,Game1,Mike,True,"[51, 64, 75]","[[""Seer""], [""Seer""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game1,Mitchell,True,"[46, 48, 50]","[[""Villager""], [""Villager""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game2,Mitchell,True,"[32, 38, 66, 90, 100]","[[""Drunk""], [""Drunk""], [""Drunk""], [""Drunk""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019,Game1,Justin,True,"[52, 181, 185]","[[""Robber""], [""Tanner""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019,Game1,Paul,True,"[93, 165]","[[""Robber""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019,Game1,Justin,False,"[73, 88, 117]","[[""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019,Game1,Mitchell,False,"[52, 81, 89, 140]","[[""Robber""], [""Robber""], [""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game3,James,False,"[111, 120, 123]","[[""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game3,Mitchell,True,"[97, 137, 145]","[[""Seer""], [""Seer""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game5,James,False,"[71, 110]","[[""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game5,Justin,True,"[8, 73, 79, 117]","[[""Seer""], [""Seer""], [""Werewolf""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game1,Alana,True,"[14, 17, 25]","[[""Robber""], [""Troublemaker""], [""Villager""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game1,Caitlynn,False,"[39, 42]","[[""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game2,Mitchell,True,"[36, 39]","[[""Robber""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game3,Mike,True,"[77, 83, 139]","[[""Drunk""], [""Tanner""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game3,Mitchell,False,"[89, 98, 108]","[[""Tanner""], [""Tanner""], [""Tanner""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game4,Alana,False,"[30, 69]","[[""Seer""], [""Seer""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game4,Mike,True,"[39, 43, 51, 109]","[[""Seer""], [""Seer""], [""Insomniac"", ""Seer""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game4,Mitchell,False,"[16, 18, 20, 36, 63, 66]","[[""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016,Game1,Alana,False,"[12, 21]","[[""Insomniac""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016,Game1,Mitchell,True,"[38, 86, 99, 123, 136, 151]","[[""Tanner""], [""Seer""], [""Seer""], [""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019,Game2,Mike,False,"[100, 114, 127, 136]","[[""Werewolf""], [""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game1,Mitchell,False,"[118, 120]","[[""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game1,Paul,False,"[79, 125]","[[""Robber""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game3,Justin,False,"[21, 23]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019,Game3,James,True,"[35, 68, 73]","[[""Witch""], [""Troublemaker""], [""Werewolf""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game2,Mike,False,"[22, 32]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game3,Alana,True,"[15, 19]","[[""Insomniac""], [""Robber""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game4,Caitlynn,False,"[15, 38]","[[""Insomniac""], [""Insomniac""]]"
Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game4,Mike,False,"[141, 152]","[[""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game2,Justin,False,"[85, 98, 127]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game2,Mitchell,False,"[117, 121]","[[""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game3,Justin,True,"[27, 55, 92]","[[""Robber""], [""Copycat"", ""Werewolf""], [""Copycat"", ""Werewolf""]]"
Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game7,Mitchell,True,"[17, 67]","[[""Insomniac""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Audrey,False,"[33, 45, 49, 93, 109, 135, 138, 148, 210]","[[""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Brett,False,"[44, 46, 87, 92, 112, 119, 153, 158]","[[""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Dan,True,"[80, 111, 117]","[[""Seer""], [""Seer""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Dylan,False,"[98, 146, 173]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Ed,True,"[101, 103, 184, 191, 199]","[[""Villager""], [""Villager""], [""Seer""], [""Seer""], [""Seer""]]"
Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,Katie,False,"[32, 54, 94, 108, 149, 203, 209]","[[""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,Audrey,False,"[29, 98, 100, 119, 170, 198]","[[""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,Brett,False,"[20, 79]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,Dan,False,"[5, 10, 60]","[[""Mason""], [""Mason""], [""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,Dylan,True,"[70, 91, 134, 151]","[[""Werewolf""], [""Werewolf""], [""Seer""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,Ed,False,"[4, 22, 67]","[[""Seer""], [""Seer""], [""Seer""]]"
Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,Audrey,True,"[19, 21]","[[""Villager""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,Brett,True,"[47, 104]","[[""Drunk""], [""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,Ed,True,"[18, 72, 78, 81, 109]","[[""Villager""], [""Insomniac""], [""Insomniac"", ""Mason""], [""Insomniac""], [""Insomniac"", ""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,Katie,True,"[20, 44, 86, 108, 127]","[[""Villager""], [""Drunk""], [""Mason""], [""Insomniac""], [""Insomniac"", ""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,Brett,False,"[99, 128]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,Dylan,False,"[64, 90, 306]","[[""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,Katie,False,"[159, 250]","[[""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,Pete,True,"[143, 145, 161, 221]","[[""Mason""], [""Mason""], [""Drunk""], [""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Brett,False,"[30, 55, 116, 177, 202]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Dylan,True,"[81, 151]","[[""Mason""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,George,True,"[48, 92, 200]","[[""Troublemaker""], [""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Katie,False,"[98, 251, 254]","[[""Drunk""], [""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Kelsey,True,"[42, 111, 187]","[[""Troublemaker""], [""Troublemaker""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,Pete,True,"[49, 88, 101, 150, 172, 207, 210, 267]","[[""Troublemaker""], [""Mason""], [""Minion""], [""Drunk""], [""Minion""], [""Minion""], [""Minion""], [""Minion""]]"
Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Brett,False,"[151, 352]","[[""Mason""], [""Mason""]]"
Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Dylan,False,"[98, 178, 189, 223, 284]","[[""Drunk""], [""Drunk""], [""Drunk""], [""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,George,False,"[100, 112]","[[""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Katie,False,"[165, 204, 209, 313, 330]","[[""Troublemaker""], [""Troublemaker""], [""Troublemaker""], [""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,Pete,True,"[124, 130, 160, 197]","[[""Werewolf""], [""Werewolf""], [""Werewolf""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Brett,False,"[49, 52, 55, 93, 189]","[[""Seer""], [""Seer""], [""Seer""], [""Seer""], [""Seer""]]"
Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Dustin,False,"[107, 109, 111, 132]","[[""Insomniac""], [""Insomniac""], [""Insomniac""], [""Insomniac""]]"
Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Dylan,False,"[103, 115]","[[""Insomniac""], [""Insomniac""]]"
Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Katie,True,"[41, 70]","[[""Werewolf""], [""Robber"", ""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,Kelsey,False,"[16, 151]","[[""Hunter""], [""Hunter""]]"
Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Brett,False,"[78, 127]","[[""Troublemaker""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Dustin,True,"[46, 55, 68, 90]","[[""Insomniac""], [""Doppelganger""], [""Doppelganger""], [""Doppelganger""]]"
Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Dylan,True,"[63, 65, 93, 137, 170]","[[""Hunter""], [""Hunter""], [""Werewolf""], [""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,Katie,True,"[100, 131]","[[""Doppelganger""], [""Seer""]]"
Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Brett,False,"[31, 60]","[[""Seer"", ""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Dustin,True,"[40, 49]","[[""Drunk""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Katie,True,"[30, 140]","[[""Werewolf""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,Pete,True,"[75, 95, 127]","[[""Pirate""], [""Villager""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Brett,False,"[80, 96]","[[""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,Katie,False,"[27, 95, 105]","[[""Drunk""], [""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Dustin,False,"[44, 54]","[[""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Katie,True,"[13, 120, 153, 171, 175]","[[""Seer""], [""Seer""], [""Seer""], [""Seer""], [""Tanner""]]"
Youtube,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,Pete,True,"[37, 116]","[[""Robber""], [""Tanner""]]"
Youtube,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,Brett,True,"[24, 59, 92]","[[""Drunk""], [""Robber""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,Ryan,False,"[32, 86]","[[""Drunk""], [""Drunk""]]"
Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Brett,True,"[8, 69]","[[""Robber""], [""Troublemaker""]]"
Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,DeAndre,False,"[22, 112]","[[""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Katie,False,"[36, 38]","[[""Werewolf""], [""Werewolf""]]"
Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,Ryan,False,"[10, 63]","[[""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,Katie,False,"[33, 38]","[[""Robber""], [""Robber""]]"
Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Calvin,False,"[28, 67]","[[""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Rick,False,"[26, 69]","[[""Villager""], [""Villager""]]"
Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,Shane,False,"[39, 63]","[[""Robber""], [""Robber""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,Mike,False,"[87, 105]","[[""Villager""], [""Villager""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Mike,False,"[37, 39]","[[""Werewolf""], [""Werewolf""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Mitchell,False,"[73, 83, 88, 93]","[[""Villager""], [""Villager""], [""Villager""], [""Villager""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,Paul,True,"[19, 102]","[[""Troublemaker""], [""Villager""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Eric,False,"[18, 46]","[[""Villager""], [""Villager""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,Justin,False,"[15, 80]","[[""Seer""], [""Seer""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Eric,True,"[106, 129]","[[""Villager""], [""Werewolf""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Justin,True,"[65, 81]","[[""Villager""], [""Insomniac""]]"
Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,Mike,True,"[8, 72, 110, 112, 122]","[[""Troublemaker""], [""Troublemaker""], [""Tanner""], [""Villager""], [""Tanner""]]"
