model,game_id,source,session_name,game_key,game_class,n_valid_stochastic,p_correct,stoch_entropy,greedy_vote,greedy_correct,n_village_aligned_votes,village_top_share,village_vote_entropy,village_modal_correct,werewolf,human_modal,other_human_target,unvoted_player,circle,swap_game,p_start_ww,p_start_not_end
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,dissociated,3,0.3333333333333333,0.6365141682948128,Mike,False,3,0.3333333333333333,1.0986122886681096,False,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,dissociated,3,0.0,-0.0,Justin,False,3,0.6666666666666666,0.6365141682948128,False,0.0,0.0,0.0,1.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,mixed_tie,3,0.6666666666666666,0.6365141682948128,Paul,True,3,0.3333333333333333,1.0986122886681096,True,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,False,0.6666666666666666,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game4,dissociated,3,0.0,1.0986122886681096,Justin,False,3,0.6666666666666666,0.6365141682948128,False,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,dissociated,3,0.0,-0.0,Mitchell,False,3,0.6666666666666666,0.6365141682948128,False,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game3,mixed_tie,3,0.0,-0.0,James,False,2,0.5,0.6931471805599453,True,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#38##April#21st#2018,Game4,dissociated,3,0.0,-0.0,Mike,False,2,1.0,-0.0,False,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018,Game3,aligned,3,0.3333333333333333,0.6365141682948128,Justin,True,2,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,False,0.3333333333333333,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game1,dissociated,3,0.3333333333333333,1.0986122886681096,No Werewolf,False,2,1.0,-0.0,False,0.3333333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game2,aligned,3,1.0,-0.0,Mitchell,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#4##July#14th#2016,Game3,no_werewolf,3,0.3333333333333333,0.6365141682948128,Paul,False,3,1.0,-0.0,False,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game1,aligned,3,0.6666666666666666,0.6365141682948128,Mitchell,True,2,1.0,-0.0,True,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game3,mixed_tie,3,0.0,-0.0,Justin,False,2,0.5,0.6931471805599453,True,0.0,0.0,0.0,1.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018,Game4,aligned,3,0.0,-0.0,Mike,False,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game1,aligned,3,1.0,-0.0,Justin,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game2,mixed_tie,3,0.6666666666666666,0.6365141682948128,Justin,True,2,0.5,0.6931471805599453,True,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,False,0.6666666666666666,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game3,no_werewolf,3,1.0,-0.0,No Werewolf,True,3,0.3333333333333333,1.0986122886681096,False,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game4,no_werewolf,3,0.3333333333333333,0.6365141682948128,Paul,False,3,0.3333333333333333,1.0986122886681096,False,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018,Game5,dissociated,3,0.0,-0.0,Mitchell,False,3,0.6666666666666666,0.6365141682948128,False,0.0,1.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018,Game6,no_werewolf,3,0.0,0.6365141682948128,Mitchell,False,3,0.6666666666666666,0.6365141682948128,False,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016,Game1,dissociated,3,0.0,-0.0,Mike,False,3,0.6666666666666666,0.6365141682948128,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019,Game3,aligned,3,0.6666666666666666,1.0986122886681096,Justin,True,2,1.0,-0.0,True,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,False,0.6666666666666666,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game1,mixed_tie,3,0.0,-0.0,Caitlynn,False,2,0.5,0.6931471805599453,True,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016,Game2,aligned,3,0.3333333333333333,0.6365141682948128,Mitchell,False,3,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,True,0.6666666666666666,0.6666666666666666
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019,Game1,mixed_tie,3,0.3333333333333333,1.0986122886681096,Paul,False,2,0.5,0.6931471805599453,True,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,True,0.3333333333333333,0.3333333333333333
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019,Game2,aligned,3,0.0,-0.0,James,False,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game3,dissociated,3,0.3333333333333333,0.6365141682948128,James,True,2,0.5,0.6931471805599453,False,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game4,aligned,3,1.0,-0.0,James,False,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019,Game5,aligned,3,0.3333333333333333,1.0986122886681096,Paul,False,3,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,True,0.3333333333333333,0.3333333333333333
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game1,aligned,3,1.0,-0.0,Alana,True,3,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016,Game2,dissociated,3,0.0,-0.0,Caitlynn,False,2,1.0,-0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016,Game1,mixed_tie,3,0.0,-0.0,Mitchell,False,3,0.3333333333333333,1.0986122886681096,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016,Game4,aligned,3,0.3333333333333333,0.6365141682948128,Mike,False,3,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,False,0.3333333333333333,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019,Game2,mixed_tie,3,0.0,0.6365141682948128,Caitlynn,False,2,0.5,0.6931471805599453,True,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,False,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019,Game3,aligned,3,0.0,-0.0,Meghan,True,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game1,aligned,3,1.0,-0.0,Paul,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game3,mixed_tie,3,0.3333333333333333,1.0986122886681096,Justin,False,2,0.5,0.6931471805599453,True,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,True,0.6666666666666666,0.3333333333333333
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019,Game4,aligned,3,1.0,-0.0,Mike,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019,Game1,mixed_tie,3,0.0,-0.0,Mike,False,2,0.5,0.6931471805599453,True,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019,Game2,aligned,3,1.0,-0.0,Paul,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019,Game2,aligned,3,0.3333333333333333,1.0986122886681096,No Werewolf,False,2,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019,Game3,mixed_tie,3,0.6666666666666666,0.6365141682948128,Mitchell,True,2,0.5,0.6931471805599453,True,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game1,dissociated,3,0.3333333333333333,1.0986122886681096,Alana,True,2,1.0,-0.0,False,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,False,0.3333333333333333,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game2,aligned,3,1.0,-0.0,Alana,True,3,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game3,aligned,3,1.0,-0.0,Mike,True,2,0.5,0.6931471805599453,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game4,aligned,3,0.0,0.6365141682948128,No Werewolf,False,3,0.6666666666666666,0.6365141682948128,True,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,True,0.3333333333333333,0.3333333333333333
31B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game2,Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game2,aligned,3,0.0,-0.0,Justin,False,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game3,Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game3,aligned,3,1.0,-0.0,Justin,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,One#Night#Ultimate#Love#Letter##ONE#NIGHT#ULTIMATE#WEREWOLF,Game7,aligned,3,0.3333333333333333,1.0986122886681096,No Werewolf,False,2,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,False,0.3333333333333333,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,aligned,3,0.0,-0.0,Brett,False,4,0.5,1.039720770839918,True,0.0,0.0,1.0,0.0,0.0,True,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,aligned,3,1.0,-0.0,Dan,True,4,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,aligned,3,1.0,-0.0,Brett,True,5,0.8,0.5004024235381879,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#361#Classic#Werewolf,Game1,mixed_tie,3,1.0,-0.0,Dylan,True,3,0.3333333333333333,1.0986122886681096,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf,Game1,mixed_tie,3,0.0,-0.0,Pete,True,2,0.5,0.6931471805599453,True,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf,Game1,aligned,3,0.0,-0.0,Dylan,False,4,0.75,0.5623351446188083,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Youtube,One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On,Game1,no_werewolf,3,1.0,-0.0,Brett,False,5,0.4,1.3321790402101223,False,0.0,0.0,0.0,0.0,1.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Youtube,One#Night#Ultimate#Werewolf#382#Game#100!!,Game1,mixed_tie,3,1.0,-0.0,Dustin,True,4,0.25,1.3862943611198906,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#491#Classic#Werewolf,Game1,dissociated,3,0.0,-0.0,Pete,False,3,0.6666666666666666,0.6365141682948128,False,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf,Game1,no_werewolf,3,0.0,-0.0,Dustin,False,3,0.6666666666666666,0.6365141682948128,False,0.0,0.0,1.0,0.0,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Youtube,One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf,Game1,dissociated,3,0.0,0.6365141682948128,No Werewolf,False,2,1.0,-0.0,False,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Youtube,One#Night#Ultimate#Werewolf#531#Classic#ONUW,Game1,no_werewolf,3,0.0,0.6365141682948128,Katie,False,2,1.0,-0.0,False,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,Youtube,One#Night#Ultimate#Werewolf#532#More#Classic#ONUW,Game1,aligned,3,1.0,-0.0,DeAndre,True,3,0.6666666666666666,0.6365141682948128,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,Youtube,One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW,Game1,no_werewolf,3,0.0,-0.0,DeAndre,False,2,1.0,-0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,aligned,3,0.3333333333333333,0.6365141682948128,Shane,True,4,1.0,-0.0,True,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,True,0.6666666666666666,0.6666666666666666
31B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,aligned,3,0.6666666666666666,0.6365141682948128,Justin,False,3,0.6666666666666666,0.6365141682948128,True,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,True,0.6666666666666666,0.0
31B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,aligned,3,0.6666666666666666,0.6365141682948128,Mike,True,4,1.0,-0.0,True,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,False,0.6666666666666666,0.0
31B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,dissociated,3,0.0,-0.0,Mitchell,False,4,0.75,0.5623351446188083,False,0.0,1.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,aligned,3,0.6666666666666666,0.6365141682948128,Mike,True,2,1.0,-0.0,True,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,True,0.3333333333333333,0.3333333333333333
31B,Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,dissociated,3,0.0,-0.0,Eric,False,2,0.5,0.6931471805599453,False,0.0,1.0,0.0,0.0,0.0,True,1.0,1.0
31B,Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game5,aligned,3,1.0,-0.0,Mitchell,True,2,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,False,1.0,0.0
31B,Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game6,aligned,3,0.0,0.6365141682948128,Paul,True,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game7,aligned,3,0.0,-0.0,Mitchell,False,2,1.0,-0.0,True,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0
31B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game1,dissociated,3,0.0,0.6365141682948128,Paul,False,3,1.0,-0.0,False,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,False,0.0,0.0
31B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game2,mixed_tie,3,0.0,-0.0,James,False,3,0.3333333333333333,1.0986122886681096,True,0.0,0.0,0.0,1.0,0.0,False,0.0,0.0
31B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,mixed_tie,3,0.0,-0.0,Paul,False,2,0.5,0.6931471805599453,True,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game4,aligned,3,1.0,-0.0,Paul,True,3,1.0,-0.0,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,dissociated,3,0.0,-0.0,Justin,False,3,1.0,-0.0,False,0.0,1.0,0.0,0.0,0.0,False,0.0,0.0
31B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game1,aligned,3,1.0,-0.0,Laura,True,3,0.6666666666666666,0.6365141682948128,True,1.0,0.0,0.0,0.0,0.0,True,0.0,0.0
31B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game2,mixed_tie,3,0.0,-0.0,Justin,True,3,0.3333333333333333,1.0986122886681096,True,0.0,0.0,0.0,1.0,0.0,True,0.0,0.0
31B,Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game3,aligned,3,0.6666666666666666,0.6365141682948128,James,False,3,0.6666666666666666,0.6365141682948128,True,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,False,0.6666666666666666,0.0
