game_id,source,session_name,game_key,player_names,start_roles,end_roles,has_werewolf,correct_vote_type,correct_player_names,n_valid_stochastic,stoch_vote_distribution,p_correct,stoch_entropy,at_least_one_correct,stoch_majority_vote,has_strict_majority,stoch_majority_correct,greedy_vote,greedy_correct,greedy_in_stoch_support
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game8,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game8,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Robber"", ""Werewolf"", ""Villager"", ""Werewolf""]","[""Villager"", ""Werewolf"", ""Robber"", ""Werewolf""]",True,player,"[""Alvin"", ""Mitchell""]",3,"{""Alvin"": 1.0}",1.0,-0.0,True,Alvin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1 / Game9,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1,Game9,"[""Justin"", ""Alvin"", ""James"", ""Mitchell""]","[""Seer"", ""Villager"", ""Robber"", ""Werewolf""]","[""Seer"", ""Robber"", ""Villager"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Justin"": 0.6666666666666666, ""Mitchell"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game1,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Werewolf"", ""Troublemaker"", ""Seer"", ""Villager"", ""Villager""]","[""Villager"", ""Troublemaker"", ""Seer"", ""Werewolf"", ""Villager""]",True,player,"[""Caitlynn""]",3,"{""Caitlynn"": 1.0}",1.0,-0.0,True,Caitlynn,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game2,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Seer"", ""Villager"", ""Villager"", ""Robber"", ""Troublemaker""]","[""Villager"", ""Seer"", ""Robber"", ""Villager"", ""Troublemaker""]",False,circle,[],3,"{""Mike"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,Mike,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game3,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Werewolf"", ""Villager"", ""Robber"", ""Villager"", ""Troublemaker""]","[""Werewolf"", ""Villager"", ""Robber"", ""Villager"", ""Troublemaker""]",True,player,"[""Justin""]",3,"{""Justin"": 1.0}",1.0,-0.0,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game4,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Robber"", ""Seer"", ""Villager"", ""Villager"", ""Werewolf""]","[""Villager"", ""Seer"", ""Villager"", ""Robber"", ""Werewolf""]",True,player,"[""Mike""]",3,"{""Mike"": 1.0}",1.0,-0.0,True,Mike,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game5,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Seer"", ""Robber"", ""Tanner"", ""Werewolf"", ""Troublemaker""]","[""Robber"", ""Tanner"", ""Seer"", ""Werewolf"", ""Troublemaker""]",True,player,"[""Caitlynn""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game6,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Tanner"", ""Seer"", ""Werewolf"", ""Troublemaker"", ""Werewolf""]","[""Werewolf"", ""Seer"", ""Tanner"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Justin"", ""Mike""]",3,"{""Justin"": 1.0}",1.0,-0.0,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game7,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Robber"", ""Seer"", ""Werewolf"", ""Werewolf"", ""Villager""]","[""Seer"", ""Robber"", ""Werewolf"", ""Werewolf"", ""Villager""]",True,player,"[""Mitchell"", ""Caitlynn""]",3,"{""Caitlynn"": 0.6666666666666666, ""Justin"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Caitlynn,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2 / Game8,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2,Game8,"[""Justin"", ""Dan"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Drunk"", ""Werewolf"", ""Robber"", ""Tanner"", ""Villager""]","[""Seer"", ""Werewolf"", ""Robber"", ""Tanner"", ""Villager""]",True,player,"[""Dan""]",3,"{""Dan"": 0.3333333333333333, ""No Werewolf"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,No Werewolf,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game2,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Villager"", ""Villager"", ""Werewolf"", ""Robber""]","[""Villager"", ""Villager"", ""Robber"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Mike"": 1.0}",0.0,-0.0,False,Mike,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game3,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Villager"", ""Robber"", ""Villager"", ""Seer""]","[""Villager"", ""Seer"", ""Villager"", ""Robber""]",False,circle,[],3,"{""James"": 0.3333333333333333, ""No Werewolf"": 0.6666666666666666}",0.6666666666666666,0.6365141682948128,True,No Werewolf,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game4,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Villager"", ""Tanner""]","[""Insomniac"", ""Werewolf"", ""Villager"", ""Tanner""]",True,player,"[""Mike""]",3,"{""Mike"": 0.6666666666666666, ""Mitchell"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Mike,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game5,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Werewolf"", ""Insomniac"", ""Tanner""]","[""Troublemaker"", ""Werewolf"", ""Villager"", ""Insomniac""]",True,player,"[""Mike""]",3,"{""James"": 1.0}",0.0,-0.0,False,James,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game6,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Tanner"", ""Werewolf"", ""Troublemaker"", ""Insomniac""]","[""Insomniac"", ""Werewolf"", ""Troublemaker"", ""Tanner""]",True,player,"[""Mike""]",3,"{""Mike"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Mike,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game7,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Seer"", ""Troublemaker"", ""Tanner"", ""Werewolf""]","[""Tanner"", ""Troublemaker"", ""Seer"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Mitchell"": 1.0}",1.0,-0.0,True,Mitchell,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3 / Game8,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3,Game8,"[""Justin"", ""Mike"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Tanner"", ""Seer"", ""Insomniac""]","[""Troublemaker"", ""Insomniac"", ""Seer"", ""Tanner""]",False,circle,[],3,"{""No Werewolf"": 1.0}",1.0,-0.0,True,No Werewolf,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game10,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game10,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Werewolf"", ""Troublemaker"", ""Seer"", ""Werewolf"", ""Drunk""]","[""Werewolf"", ""Troublemaker"", ""Werewolf"", ""Seer"", ""Robber""]",True,player,"[""Justin"", ""Mike""]",3,"{""Mitchell"": 1.0}",0.0,-0.0,False,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game11,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game11,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Werewolf"", ""Insomniac"", ""Drunk"", ""Troublemaker"", ""Minion""]","[""Werewolf"", ""Minion"", ""Robber"", ""Troublemaker"", ""Insomniac""]",True,player,"[""Justin""]",3,"{""Justin"": 1.0}",1.0,-0.0,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Drunk"", ""Seer"", ""Insomniac"", ""Werewolf""]","[""Troublemaker"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf""]",True,player,"[""Caitlynn"", ""Mitchell""]",3,"{""Mitchell"": 0.3333333333333333, ""Mike"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,Mike,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game4,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Insomniac"", ""Minion"", ""Werewolf"", ""Troublemaker"", ""Drunk""]","[""Werewolf"", ""Minion"", ""Insomniac"", ""Troublemaker"", ""Robber""]",True,player,"[""Justin""]",3,"{""Caitlynn"": 0.3333333333333333, ""Mitchell"": 0.6666666666666666}",0.0,0.6365141682948128,False,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game5,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Werewolf"", ""Drunk"", ""Seer"", ""Robber"", ""Insomniac""]","[""Robber"", ""Minion"", ""Seer"", ""Werewolf"", ""Insomniac""]",True,player,"[""James""]",3,"{""James"": 1.0}",1.0,-0.0,True,James,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game6,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Troublemaker"", ""Minion"", ""Drunk""]","[""Insomniac"", ""Drunk"", ""Troublemaker"", ""Minion"", ""Robber""]",False,circle,[],3,"{""Caitlynn"": 0.3333333333333333, ""Mitchell"": 0.6666666666666666}",0.0,0.6365141682948128,False,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game7,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Minion"", ""Drunk"", ""Seer"", ""Troublemaker"", ""Robber""]","[""Drunk"", ""Insomniac"", ""Seer"", ""Troublemaker"", ""Minion""]",False,circle,[],3,"{""No Werewolf"": 0.3333333333333333, ""Justin"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Minion"", ""Drunk"", ""Seer"", ""Werewolf"", ""Insomniac""]","[""Minion"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Insomniac""]",True,player,"[""Caitlynn"", ""James""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game1,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Villager"", ""Seer""]","[""Troublemaker"", ""Seer"", ""Villager""]",False,circle,[],3,"{""Mitchell"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game2,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Troublemaker"", ""Villager""]","[""Villager"", ""Troublemaker"", ""Werewolf""]",True,player,"[""Mitchell""]",3,"{""Mitchell"": 0.3333333333333333, ""Justin"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game3,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Werewolf"", ""Seer""]","[""Troublemaker"", ""Werewolf"", ""Seer""]",True,player,"[""Paul""]",3,"{""Mitchell"": 0.6666666666666666, ""Paul"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game4,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Robber"", ""Insomniac""]","[""Troublemaker"", ""Robber"", ""Insomniac""]",False,circle,[],3,"{""Justin"": 0.6666666666666666, ""Paul"": 0.3333333333333333}",0.0,0.6365141682948128,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game5,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]",True,player,"[""Justin"", ""Paul""]",3,"{""Justin"": 1.0}",1.0,-0.0,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game6,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]",True,player,"[""Justin"", ""Paul""]",3,"{""Justin"": 0.3333333333333333, ""Mitchell"": 0.6666666666666666}",0.3333333333333333,0.6365141682948128,True,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game7,"[""Justin"", ""Paul"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Troublemaker""]","[""Insomniac"", ""Werewolf"", ""Troublemaker""]",True,player,"[""Paul""]",3,"{""Paul"": 1.0}",1.0,-0.0,True,Paul,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game8,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Tanner""]","[""Werewolf"", ""Werewolf"", ""Tanner""]",True,player,"[""Justin"", ""Paul""]",3,"{""Justin"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Justin,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,"[""Sarah"", ""Jordan1"", ""Haak"", ""Robin"", ""Jordan2"", ""Meryl""]","[""Hunter"", ""Robber"", ""Werewolf"", ""Minion"", ""Tanner"", ""Seer""]","[""Robber"", ""Hunter"", ""Werewolf"", ""Minion"", ""Tanner"", ""Seer""]",True,player,"[""Haak""]",3,"{""Haak"": 1.0}",1.0,-0.0,True,Haak,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,"[""Sarah"", ""Jordan1"", ""Haak"", ""Robin"", ""Jordan2"", ""Meryl""]","[""Robber"", ""Minion"", ""Drunk"", ""Seer"", ""Tanner"", ""Werewolf""]","[""Drunk"", ""Minion"", ""Hunter"", ""Seer"", ""Tanner"", ""Werewolf""]",True,player,"[""Meryl""]",3,"{""Robin"": 0.3333333333333333, ""Jordan1"": 0.3333333333333333, ""Jordan2"": 0.3333333333333333}",0.0,1.0986122886681096,False,,False,,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,"[""Justin"", ""Julie"", ""Alban"", ""James"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf"", ""Tanner""]","[""Revealer"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf"", ""Tanner""]",True,player,"[""Julie"", ""Mitchell""]",3,"{""Mike"": 1.0}",0.0,-0.0,False,Mike,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,"[""Matt"", ""Mitchell"", ""Alana"", ""Mike""]","[""Seer"", ""Troublemaker"", ""Insomniac"", ""Robber""]","[""Insomniac"", ""Troublemaker"", ""Robber"", ""Seer""]",False,circle,[],3,"{""Mitchell"": 0.6666666666666666, ""No Werewolf"": 0.3333333333333333}",0.3333333333333333,0.6365141682948128,True,Mitchell,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Tanner"", ""Werewolf"", ""Werewolf""]","[""Seer"", ""Tanner"", ""Werewolf"", ""Werewolf""]",True,player,"[""Mitchell"", ""Mike""]",3,"{""Julie"": 1.0}",0.0,-0.0,False,Julie,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Werewolf"", ""Werewolf"", ""Robber""]","[""Robber"", ""Werewolf"", ""Werewolf"", ""Troublemaker""]",True,player,"[""Julie"", ""Mitchell""]",3,"{""Mitchell"": 1.0}",1.0,-0.0,True,Mitchell,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Seer"", ""Werewolf"", ""Werewolf""]","[""Troublemaker"", ""Seer"", ""Werewolf"", ""Werewolf""]",True,player,"[""Mitchell"", ""Mike""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game1,"[""Justin"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Werewolf""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Werewolf""]",True,player,"[""Caitlynn"", ""Mike""]",3,"{""Justin"": 1.0}",0.0,-0.0,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,"[""Justin"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Werewolf"", ""Insomniac"", ""Tanner"", ""Werewolf""]","[""Werewolf"", ""Insomniac"", ""Tanner"", ""Werewolf""]",True,player,"[""Justin"", ""Mike""]",3,"{""Mike"": 1.0}",1.0,-0.0,True,Mike,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,"[""Justin"", ""Julie"", ""Paul"", ""Mitchell""]","[""Drunk"", ""Tanner"", ""Werewolf"", ""Robber""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Werewolf""]",True,player,"[""Justin"", ""Mitchell""]",3,"{""Mitchell"": 1.0}",1.0,-0.0,True,Mitchell,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,"[""Justin"", ""Meghan"", ""Paul"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Robber"", ""Tanner"", ""Werewolf"", ""Werewolf""]","[""Troublemaker"", ""Werewolf"", ""Tanner"", ""Werewolf"", ""Robber""]",True,player,"[""Meghan"", ""Mitchell""]",3,"{""Mike"": 0.3333333333333333, ""Paul"": 0.6666666666666666}",0.0,0.6365141682948128,False,Paul,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,"[""Justin"", ""Meghan"", ""Paul"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Troublemaker"", ""Werewolf"", ""Robber""]","[""Robber"", ""Werewolf"", ""Troublemaker"", ""Werewolf"", ""Tanner""]",True,player,"[""Meghan"", ""Mitchell""]",3,"{""Meghan"": 1.0}",1.0,-0.0,True,Meghan,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Robber"", ""Seer"", ""Werewolf"", ""Drunk"", ""Tanner""]","[""Troublemaker"", ""Drunk"", ""Robber"", ""Werewolf"", ""Werewolf"", ""Tanner""]",True,player,"[""Alysha"", ""Mitchell""]",3,"{""Alysha"": 0.6666666666666666, ""Paul"": 0.3333333333333333}",0.6666666666666666,0.6365141682948128,True,Alysha,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Minion"", ""Troublemaker"", ""Drunk""]","[""Robber"", ""Werewolf"", ""Tanner"", ""Minion"", ""Troublemaker"", ""Seer""]",True,player,"[""Caitlynn""]",3,"{""Mike"": 1.0}",0.0,-0.0,False,Mike,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Minion"", ""Troublemaker"", ""Drunk""]","[""Robber"", ""Werewolf"", ""Tanner"", ""Minion"", ""Troublemaker"", ""Seer""]",True,player,"[""Caitlynn""]",3,"{""Justin"": 0.6666666666666666, ""Mike"": 0.3333333333333333}",0.0,0.6365141682948128,False,Justin,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Robber""]","[""Robber"", ""Insomniac"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Tanner""]",True,player,"[""Paul"", ""Mitchell""]",2,"{""Paul"": 1.0}",1.0,-0.0,True,Paul,True,True,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game4,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Minion"", ""Robber"", ""Werewolf"", ""Tanner"", ""Seer"", ""Troublemaker""]","[""Minion"", ""Seer"", ""Werewolf"", ""Tanner"", ""Troublemaker"", ""Robber""]",True,player,"[""Paul""]",3,"{""Alysha"": 1.0}",0.0,-0.0,False,Alysha,True,False,,,
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018 / Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#34##March#24th#2018,Game2,"[""Justin"", ""Carly"", ""Paul"", ""Mitchell"", ""Mike""]","[""Tanner"", ""Troublemaker"", ""Hunter"", ""Werewolf"", ""Seer""]","[""Tanner"", ""Troublemaker"", ""Werewolf"", ""Hunter"", ""Seer""]",True,player,"[""Paul""]",3,"{""Mitchell"": 1.0}",0.0,-0.0,False,Mitchell,True,False,,,
