game_id,run_1,run_2,run_3,greedy_t0,n_unique_votes,all_same,agreement_type,vote_pattern
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Erin,Erin,Erin,Erin,1,True,unanimous,Erin | Erin | Erin
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Pete,Kelsey,Kelsey,Dylan,2,False,two_vs_one,Pete | Kelsey | Kelsey
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,No Werewolf,Dylan,Dustin,Dustin,3,False,all_different,No Werewolf | Dylan | Dustin
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Brett,Dustin,2,False,two_vs_one,Pete | Pete | Brett
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Brett,No Werewolf,3,False,all_different,Pete | No Werewolf | Brett
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Katie,Pete,Brett,Katie,3,False,all_different,Katie | Pete | Brett
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Brett,Brett,Brett,Brett,1,True,unanimous,Brett | Brett | Brett
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,1,True,unanimous,DeAndre | DeAndre | DeAndre
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane,1,True,unanimous,Shane | Shane | Shane
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Justin,Mike,Justin,Mike,2,False,two_vs_one,Justin | Mike | Justin
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike,1,True,unanimous,Mike | Mike | Mike
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Justin,Mitchell,Mike,2,False,two_vs_one,Mitchell | Justin | Mitchell
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Mike,Mike,Eric,Mike,2,False,two_vs_one,Mike | Mike | Eric
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,Paul,Paul,Mitchell,2,False,two_vs_one,Mitchell | Paul | Paul
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Justin,Paul,Paul,Justin,2,False,two_vs_one,Justin | Paul | Paul
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Tyler,Justin,Justin,2,False,two_vs_one,Justin | Tyler | Justin
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Paul,James,Paul,Paul,2,False,two_vs_one,Paul | James | Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,Paul,Paul,Paul,2,False,two_vs_one,No Werewolf | Paul | Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,James,Mitchell,James,Mitchell,2,False,two_vs_one,James | Mitchell | James
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Laura,Laura,2,False,two_vs_one,Justin | Justin | Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,James,Mitchell,James,James,2,False,two_vs_one,James | Mitchell | James
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,1,True,unanimous,Laura | Laura | Laura
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin,1,True,unanimous,Justin | Justin | Justin
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Justin,Mike,2,False,two_vs_one,Mike | Mike | Justin
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,Paul,Paul,1,True,unanimous,Paul | Paul | Paul
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Mike,Mitchell,Mitchell,2,False,two_vs_one,Mitchell | Mike | Mitchell
