game_id,run_1,run_2,run_3,greedy_t0,stochastic_majority_vote,has_stochastic_majority,stochastic_majority_correct,agreement_type,greedy_vote,greedy_in_stochastic_vote_set,greedy_matches_stochastic_majority,greedy_correct
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Dylan,Dylan,Dylan,Dylan,Dylan,True,True,unanimous,Dylan,True,True,True
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,Pete,Pete,Pete,Pete,Pete,True,True,unanimous,Pete,True,True,True
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Pete,Kelsey,Kelsey,Dylan,Kelsey,True,False,two_vs_one,Dylan,False,False,False
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Brett,Brett,Brett,Brett,Brett,True,False,unanimous,Brett,True,True,False
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,No Werewolf,Dylan,Dustin,Dustin,,False,,all_different,Dustin,True,False,True
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Brett,Dustin,Pete,True,False,two_vs_one,Dustin,False,False,False
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Brett,No Werewolf,,False,,all_different,No Werewolf,True,False,True
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Katie,Pete,Brett,Katie,,False,,all_different,Katie,True,False,False
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,Brett,Brett,Brett,Brett,Brett,True,False,unanimous,Brett,True,True,False
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,DeAndre,True,True,unanimous,DeAndre,True,True,True
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,DeAndre,True,False,unanimous,DeAndre,True,True,False
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane,Shane,True,True,unanimous,Shane,True,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Justin,Mike,Justin,Mike,Justin,True,False,two_vs_one,Mike,True,False,False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike,Mike,True,True,unanimous,Mike,True,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Justin,Mitchell,Mike,Mitchell,True,False,two_vs_one,Mike,False,False,False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,Paul,Paul,Paul,True,False,unanimous,Paul,True,True,False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Mike,Mike,Eric,Mike,Mike,True,True,two_vs_one,Mike,True,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,Paul,Paul,Mitchell,Paul,True,False,two_vs_one,Mitchell,True,False,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Justin,Paul,Paul,Justin,Paul,True,True,two_vs_one,Justin,True,False,False
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Justin,Tyler,Justin,Justin,Justin,True,False,two_vs_one,Justin,True,True,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Paul,James,Paul,Paul,Paul,True,False,two_vs_one,Paul,True,True,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,Paul,Paul,Paul,Paul,True,False,two_vs_one,Paul,True,True,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,Laura,Laura,Laura,True,True,unanimous,Laura,True,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,Paul,True,True,unanimous,Paul,True,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,James,Mitchell,James,Mitchell,James,True,False,two_vs_one,Mitchell,True,False,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Laura,Laura,Justin,True,False,two_vs_one,Laura,True,False,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,James,Mitchell,James,James,James,True,False,two_vs_one,James,True,True,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Laura,Laura,Laura,Laura,Laura,True,True,unanimous,Laura,True,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Paul,Paul,Paul,Paul,Paul,True,False,unanimous,Paul,True,True,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,Laura,True,True,unanimous,Laura,True,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Justin,Mike,Mike,True,False,two_vs_one,Mike,True,True,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,Paul,Paul,Paul,True,True,unanimous,Paul,True,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Mike,Mitchell,Mitchell,Mitchell,True,False,two_vs_one,Mitchell,True,True,False
