game_id,game_name,source,session_name,game_key,processed_txt_path,num_players,num_turns,num_unparsed_lines,num_dropped_lines,player_names,start_roles,end_roles,has_werewolf,n_werewolves,correct_player_indices,correct_player_names,correct_vote_type,voting_outcome,human_vote_available,human_vote_type,human_target_indices,human_target_names,human_vote_counts,n_missing_human_votes,warning
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game3.txt,5,22,0,1,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Troublemaker"", ""Drunk"", ""Seer"", ""Insomniac"", ""Werewolf""]","[""Troublemaker"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf""]",True,2,"[1, 4]","[""Caitlynn"", ""Mitchell""]",player,"[4, 4, 4, 4, 4]",True,player,[4],"[""Mitchell""]","{""4"": 5}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game4.txt,5,115,0,0,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Insomniac"", ""Minion"", ""Werewolf"", ""Troublemaker"", ""Drunk""]","[""Werewolf"", ""Minion"", ""Insomniac"", ""Troublemaker"", ""Robber""]",True,1,[0],"[""Justin""]",player,"[4, 4, 0, 4, 0]",True,player,[4],"[""Mitchell""]","{""4"": 3, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game5,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game5.txt,5,44,0,0,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Werewolf"", ""Drunk"", ""Seer"", ""Robber"", ""Insomniac""]","[""Robber"", ""Minion"", ""Seer"", ""Werewolf"", ""Insomniac""]",True,1,[3],"[""James""]",player,"[3, 3, 3, ""N/A"", 3]",True,player,[3],"[""James""]","{""3"": 4}",1,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game6,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game6.txt,5,78,0,0,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Troublemaker"", ""Minion"", ""Drunk""]","[""Insomniac"", ""Drunk"", ""Troublemaker"", ""Minion"", ""Robber""]",False,0,[],[],circle,"[4, 4, 4, 4, 4]",True,player,[4],"[""Mitchell""]","{""4"": 5}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game7,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game7.txt,5,65,0,0,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Minion"", ""Drunk"", ""Seer"", ""Troublemaker"", ""Robber""]","[""Drunk"", ""Insomniac"", ""Seer"", ""Troublemaker"", ""Minion""]",False,0,[],[],circle,"[1, 1, 1, 1, 1]",True,player,[1],"[""Caitlynn""]","{""1"": 5}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4 / Game9,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game9,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4,Game9,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4_Game9.txt,5,138,0,0,"[""Justin"", ""Caitlynn"", ""Mike"", ""James"", ""Mitchell""]","[""Minion"", ""Drunk"", ""Seer"", ""Werewolf"", ""Insomniac""]","[""Minion"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Insomniac""]",True,2,"[1, 3]","[""Caitlynn"", ""James""]",player,"[""N/A"", 0, 0, 0, 0]",True,player,[0],"[""Justin""]","{""0"": 4}",1,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game1.txt,3,70,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Villager"", ""Seer""]","[""Troublemaker"", ""Seer"", ""Villager""]",False,0,[],[],circle,"[2, 2, 0]",True,player,[2],"[""Mitchell""]","{""2"": 2, ""0"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game2.txt,3,104,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Troublemaker"", ""Villager""]","[""Villager"", ""Troublemaker"", ""Werewolf""]",True,1,[2],"[""Mitchell""]",player,"[2, 0, 0]",True,player,[0],"[""Justin""]","{""2"": 1, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game3.txt,3,111,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Werewolf"", ""Seer""]","[""Troublemaker"", ""Werewolf"", ""Seer""]",True,1,[1],"[""Paul""]",player,"[1, 2, 1]",True,player,[1],"[""Paul""]","{""1"": 2, ""2"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game4.txt,3,92,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Troublemaker"", ""Robber"", ""Insomniac""]","[""Troublemaker"", ""Robber"", ""Insomniac""]",False,0,[],[],circle,"[1, 2, 0]",True,circle,[],[],"{""1"": 1, ""2"": 1, ""0"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game5,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game5,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game5,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game5.txt,3,90,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]",True,2,"[0, 1]","[""Justin"", ""Paul""]",player,"[2, 2, 0]",True,player,[2],"[""Mitchell""]","{""2"": 2, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game6,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game6,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game6,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game6.txt,3,44,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]","[""Werewolf"", ""Werewolf"", ""Insomniac""]",True,2,"[0, 1]","[""Justin"", ""Paul""]",player,"[2, 2, 1]",True,player,[2],"[""Mitchell""]","{""2"": 2, ""1"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game7,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game7,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game7,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game7.txt,3,61,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Insomniac"", ""Werewolf"", ""Troublemaker""]","[""Insomniac"", ""Werewolf"", ""Troublemaker""]",True,1,[1],"[""Paul""]",player,"[1, 2, 0]",True,circle,[],[],"{""1"": 1, ""2"": 1, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5 / Game8,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game8,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5,Game8,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5_Game8.txt,3,100,0,0,"[""Justin"", ""Paul"", ""Mitchell""]","[""Werewolf"", ""Werewolf"", ""Tanner""]","[""Werewolf"", ""Werewolf"", ""Tanner""]",True,2,"[0, 1]","[""Justin"", ""Paul""]",player,"[2, 2, 1]",True,player,[2],"[""Mitchell""]","{""2"": 2, ""1"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through_Game1.txt,6,166,0,0,"[""Sarah"", ""Jordan1"", ""Haak"", ""Robin"", ""Jordan2"", ""Meryl""]","[""Hunter"", ""Robber"", ""Werewolf"", ""Minion"", ""Tanner"", ""Seer""]","[""Robber"", ""Hunter"", ""Werewolf"", ""Minion"", ""Tanner"", ""Seer""]",True,1,[2],"[""Haak""]",player,"[4, 2, 0, 0, 3, 2]",True,player,"[2, 0]","[""Haak"", ""Sarah""]","{""4"": 1, ""2"": 2, ""0"": 2, ""3"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#-#Drinking#Play#Through_Game2.txt,6,121,0,0,"[""Sarah"", ""Jordan1"", ""Haak"", ""Robin"", ""Jordan2"", ""Meryl""]","[""Robber"", ""Minion"", ""Drunk"", ""Seer"", ""Tanner"", ""Werewolf""]","[""Drunk"", ""Minion"", ""Hunter"", ""Seer"", ""Tanner"", ""Werewolf""]",True,1,[5],"[""Meryl""]",player,"[1, 2, 5, 2, 3, 2]",True,player,[2],"[""Haak""]","{""1"": 1, ""2"": 3, ""5"": 1, ""3"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#1##July#5th#2016_Game2.txt,6,143,0,0,"[""Justin"", ""Julie"", ""Alban"", ""James"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf"", ""Tanner""]","[""Revealer"", ""Werewolf"", ""Insomniac"", ""Seer"", ""Werewolf"", ""Tanner""]",True,2,"[1, 4]","[""Julie"", ""Mitchell""]",player,"[5, 5, 5, 5, 5, ""N/A""]",True,player,[5],"[""Mike""]","{""5"": 5}",1,[]
Youtube / One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough / Game1,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough_Game1,Youtube,One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#1#How-To#and#Playthrough_Game1.txt,6,221,0,0,"[""Dan"", ""Ed"", ""Katie"", ""Brett"", ""Audrey"", ""Dylan""]","[""Seer"", ""Werewolf"", ""Werewolf"", ""Villager"", ""Villager"", ""Troublemaker""]","[""Werewolf"", ""Seer"", ""Werewolf"", ""Villager"", ""Villager"", ""Troublemaker""]",True,2,"[0, 2]","[""Dan"", ""Katie""]",player,"[3, 4, 3, 2, 3, 2]",True,player,[3],"[""Brett""]","{""3"": 3, ""4"": 1, ""2"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#10##November#6th#2016_Game1.txt,4,97,0,0,"[""Matt"", ""Mitchell"", ""Alana"", ""Mike""]","[""Seer"", ""Troublemaker"", ""Insomniac"", ""Robber""]","[""Insomniac"", ""Troublemaker"", ""Robber"", ""Seer""]",False,0,[],[],circle,"[1, 3, 1, 1]",True,player,[1],"[""Mitchell""]","{""1"": 3, ""3"": 1}",0,"[""No 'Werewolf' role in end roles""]"
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game1.txt,4,144,0,0,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Tanner"", ""Werewolf"", ""Werewolf""]","[""Seer"", ""Tanner"", ""Werewolf"", ""Werewolf""]",True,2,"[2, 3]","[""Mitchell"", ""Mike""]",player,"[1, 0, 1, 0]",True,player,"[1, 0]","[""Julie"", ""Justin""]","{""1"": 2, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game2.txt,4,127,0,0,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Werewolf"", ""Werewolf"", ""Robber""]","[""Robber"", ""Werewolf"", ""Werewolf"", ""Troublemaker""]",True,2,"[1, 2]","[""Julie"", ""Mitchell""]",player,"[1, 2, 3, 0]",True,circle,[],[],"{""1"": 1, ""2"": 1, ""3"": 1, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#13##July#29th#2017_Game3.txt,4,129,0,0,"[""Justin"", ""Julie"", ""Mitchell"", ""Mike""]","[""Drunk"", ""Seer"", ""Werewolf"", ""Werewolf""]","[""Troublemaker"", ""Seer"", ""Werewolf"", ""Werewolf""]",True,2,"[2, 3]","[""Mitchell"", ""Mike""]",player,"[1, 0, 0, 0]",True,player,[0],"[""Justin""]","{""1"": 1, ""0"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017_Game1.txt,4,146,0,0,"[""Justin"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Werewolf""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Werewolf""]",True,2,"[2, 3]","[""Caitlynn"", ""Mike""]",player,"[1, 0, 1, 1]",True,player,[1],"[""Mitchell""]","{""1"": 3, ""0"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#14##August#26th#2017_Game2.txt,4,141,0,0,"[""Justin"", ""Mitchell"", ""Caitlynn"", ""Mike""]","[""Werewolf"", ""Insomniac"", ""Tanner"", ""Werewolf""]","[""Werewolf"", ""Insomniac"", ""Tanner"", ""Werewolf""]",True,2,"[0, 3]","[""Justin"", ""Mike""]",player,"[1, 2, 1, 1]",True,player,[1],"[""Mitchell""]","{""1"": 3, ""2"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#18##September#30th#2017_Game1.txt,4,93,0,0,"[""Justin"", ""Julie"", ""Paul"", ""Mitchell""]","[""Drunk"", ""Tanner"", ""Werewolf"", ""Robber""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Werewolf""]",True,2,"[0, 3]","[""Justin"", ""Mitchell""]",player,"[1, 0, 3, 2]",True,circle,[],[],"{""1"": 1, ""0"": 1, ""3"": 1, ""2"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#2#The#Drunk / Game1,One#Night#Ultimate#Werewolf#2#The#Drunk_Game1,Youtube,One#Night#Ultimate#Werewolf#2#The#Drunk,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#2#The#Drunk_Game1.txt,6,213,0,0,"[""Dan"", ""Ed"", ""Katie"", ""Brett"", ""Audrey"", ""Dylan""]","[""Mason"", ""Seer"", ""Werewolf"", ""Troublemaker"", ""Villager"", ""Werewolf""]","[""Werewolf"", ""Seer"", ""Werewolf"", ""Troublemaker"", ""Villager"", ""Mason""]",True,2,"[0, 2]","[""Dan"", ""Katie""]",player,"[4, 0, 4, 0, 0, 0]",True,player,[0],"[""Dan""]","{""4"": 2, ""0"": 4}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018_Game2.txt,5,170,0,0,"[""Justin"", ""Meghan"", ""Paul"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Robber"", ""Tanner"", ""Werewolf"", ""Werewolf""]","[""Troublemaker"", ""Werewolf"", ""Tanner"", ""Werewolf"", ""Robber""]",True,2,"[1, 3]","[""Meghan"", ""Mitchell""]",player,"[2, 2, 0, 4, 2]",True,player,[2],"[""Paul""]","{""2"": 3, ""0"": 1, ""4"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#26##January#20th#2018_Game3.txt,5,132,0,0,"[""Justin"", ""Meghan"", ""Paul"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Troublemaker"", ""Werewolf"", ""Robber""]","[""Robber"", ""Werewolf"", ""Troublemaker"", ""Werewolf"", ""Tanner""]",True,2,"[1, 3]","[""Meghan"", ""Mitchell""]",player,"[1, 0, 1, 1, 0]",True,player,[1],"[""Meghan""]","{""1"": 3, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game1,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game1,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game1.txt,6,133,0,1,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Troublemaker"", ""Robber"", ""Seer"", ""Werewolf"", ""Drunk"", ""Tanner""]","[""Troublemaker"", ""Drunk"", ""Robber"", ""Werewolf"", ""Werewolf"", ""Tanner""]",True,2,"[3, 4]","[""Alysha"", ""Mitchell""]",player,"[4, 3, 3, 4, 3, 4]",True,player,"[4, 3]","[""Mitchell"", ""Alysha""]","{""4"": 3, ""3"": 3}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game2.txt,6,183,0,0,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Minion"", ""Troublemaker"", ""Drunk""]","[""Robber"", ""Werewolf"", ""Tanner"", ""Minion"", ""Troublemaker"", ""Seer""]",True,1,[1],"[""Caitlynn""]",player,"[4, 5, 5, 5, 5, 2]",True,player,[5],"[""Mike""]","{""4"": 1, ""5"": 4, ""2"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018 / Game3,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018,Game3,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#28##February#17th#2018_Game3.txt,6,141,0,0,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Werewolf"", ""Tanner"", ""Robber"", ""Minion"", ""Troublemaker"", ""Drunk""]","[""Robber"", ""Werewolf"", ""Tanner"", ""Minion"", ""Troublemaker"", ""Seer""]",True,1,[1],"[""Caitlynn""]",player,"[5, 5, 0, 0, 5, 2]",True,player,[5],"[""Mike""]","{""5"": 3, ""0"": 2, ""2"": 1}",0,[]
Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,One#Night#Ultimate#Werewolf#3#Insomniac_Game1,Youtube,One#Night#Ultimate#Werewolf#3#Insomniac,Game1,data/processed/lai2023/onuw_transcripts_ready/Youtube/One#Night#Ultimate#Werewolf#3#Insomniac_Game1.txt,6,204,0,0,"[""Dan"", ""Ed"", ""Katie"", ""Brett"", ""Audrey"", ""Dylan""]","[""Troublemaker"", ""Insomniac"", ""Mason"", ""Werewolf"", ""Robber"", ""Seer""]","[""Troublemaker"", ""Mason"", ""Insomniac"", ""Werewolf"", ""Seer"", ""Robber""]",True,1,[3],"[""Brett""]",player,"[3, 3, 3, 0, 3, 0]",True,player,[3],"[""Brett""]","{""3"": 4, ""0"": 2}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game2,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018_Game2,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game2,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018_Game2.txt,6,124,0,0,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Tanner"", ""Insomniac"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Robber""]","[""Robber"", ""Insomniac"", ""Werewolf"", ""Seer"", ""Werewolf"", ""Tanner""]",True,2,"[2, 4]","[""Paul"", ""Mitchell""]",player,"[4, 5, 5, 0, 5, 1]",True,player,[5],"[""Mike""]","{""4"": 1, ""5"": 3, ""0"": 1, ""1"": 1}",0,[]
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018 / Game4,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018_Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018,Game4,data/processed/lai2023/onuw_transcripts_ready/Youtube/ONE#NIGHT#ULTIMATE#WEREWOLF#30##February#17th#2018_Game4.txt,6,199,0,0,"[""Justin"", ""Caitlynn"", ""Paul"", ""Alysha"", ""Mitchell"", ""Mike""]","[""Minion"", ""Robber"", ""Werewolf"", ""Tanner"", ""Seer"", ""Troublemaker""]","[""Minion"", ""Seer"", ""Werewolf"", ""Tanner"", ""Troublemaker"", ""Robber""]",True,1,[2],"[""Paul""]",player,"[3, 3, 3, 3, 1, 3]",True,player,[3],"[""Alysha""]","{""3"": 5, ""1"": 1}",0,[]
