feature,half,key,player,numerator_col,denominator_col
claims_tanner,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_tanner_early,turns_early
claims_tanner,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_tanner_early,turns_early
claims_tanner,late,"('Ego4D', '698f6bbe-4347-4a06-bd5d-3482f5e4fbbe', 'game3')",Sian,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'flashback one night ultimate werewolf retro 9', 'game3')",James,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_tanner_late,turns_late
claims_tanner,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,claims_tanner_late,turns_late
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_night_action_role,turns
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_night_action_role,turns
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_night_action_role,turns
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_night_action_role,turns
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_night_action_role,turns
claims_night_action_role,overall,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_night_action_role,turns
claims_night_action_role,early,"('Ego4D', '0c2659db-7bd4-4b37-9b08-4e247befe382', 'game8')",Sian,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Ego4D', '1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce', 'game7')",Zack,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf retro 2', 'game3')",Dan,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_night_action_role_early,turns_early
claims_night_action_role,early,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_night_action_role_early,turns_early
claims_night_action_role,late,"('Ego4D', '698f6bbe-4347-4a06-bd5d-3482f5e4fbbe', 'game3')",Sian,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'flashback one night ultimate werewolf retro 9', 'game3')",James,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",Caitlynn,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game3')",James,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf retro 4', 'game6')",Caitlynn,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan1,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game1')",Jordan2,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan1,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf - drinking play through', 'game2')",Jordan2,claims_night_action_role_late,turns_late
claims_night_action_role,late,"('Youtube', 'one night ultimate werewolf 44 october 13th 2018', 'game4')",Mike,claims_night_action_role_late,turns_late
