game_id,actual_human_available,actual_human_vote_type,actual_human_targets,actual_human_target_names,actual_human_win,n_village_aligned_votes,village_vote_counts,village_top_targets,village_top_target_names,village_top_share,village_vote_entropy,village_modal_correct,llm_vote_entropy,llm_top_share,agreement_type,stochastic_majority_vote,has_stochastic_majority,stochastic_majority_correct,greedy_vote,greedy_correct,human_llm_outcome_bucket
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game3,True,player,[2],"[""Paul""]",False,2,"{""Paul"": 1, ""Mike"": 1}","[2, 3]","[""Paul"", ""Mike""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,Justin,True,False,Justin,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018 / Game4,True,player,[2],"[""Paul""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mike,True,False,No Werewolf,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game1,True,player,[0],"[""Justin""]",True,2,"{""Justin"": 2}",[0],"[""Justin""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,False,Mitchell,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game2,True,player,"[1, 0]","[""Mitchell"", ""Justin""]",True,2,"{""Mitchell"": 1, ""Justin"": 1}","[1, 0]","[""Mitchell"", ""Justin""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,Justin,True,True,Justin,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game3,True,circle,[],[],True,3,"{""Mitchell"": 1, ""Paul"": 1, ""Justin"": 1}","[1, 2, 0]","[""Mitchell"", ""Paul"", ""Justin""]",0.3333333333333333,1.0986122886681096,False,1.0986122886681096,0.3333333333333333,all_different,,False,,No Werewolf,True,missing_or_no_majority
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,True,circle,[],[],True,3,"{""Mitchell"": 1, ""Paul"": 1, ""Mike"": 1}","[1, 2, 3]","[""Mitchell"", ""Paul"", ""Mike""]",0.3333333333333333,1.0986122886681096,False,-0.0,1.0,unanimous,No Werewolf,True,True,Paul,False,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,True,player,[1],"[""Mitchell""]",False,3,"{""Mitchell"": 2, ""Mike"": 1}",[1],"[""Mitchell""]",0.6666666666666666,0.6365141682948128,False,-0.0,1.0,unanimous,Mitchell,True,False,Mitchell,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,True,player,[3],"[""Mike""]",True,1,"{""Mike"": 1}",[3],"[""Mike""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Justin,True,False,Justin,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,True,player,[3],"[""Mike""]",False,3,"{""Mike"": 2, ""Mitchell"": 1}",[3],"[""Mike""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,True,No Werewolf,True,human_lose_llm_win
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,True,player,[0],"[""Pete""]",False,3,"{""Brett"": 1, ""Pete"": 2}",[0],"[""Pete""]",0.6666666666666666,0.6365141682948128,False,-0.0,1.0,unanimous,Pete,True,False,Brett,True,human_lose_llm_lose
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,True,player,[0],"[""Pete""]",False,3,"{""Pete"": 2, ""Katie"": 1}",[0],"[""Pete""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,Pete,True,False,Brett,False,human_lose_llm_lose
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,True,player,[1],"[""Katie""]",False,2,"{""Katie"": 2}",[1],"[""Katie""]",1.0,-0.0,False,1.0986122886681096,0.3333333333333333,all_different,,False,,Katie,False,missing_or_no_majority
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,True,player,[3],"[""Mike""]",False,3,"{""Mike"": 2, ""Mitchell"": 1}",[3],"[""Mike""]",0.6666666666666666,0.6365141682948128,False,-0.0,1.0,unanimous,Chris,True,True,Chris,True,human_lose_llm_win
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,True,player,[2],"[""Brett""]",False,2,"{""Brett"": 2}",[2],"[""Brett""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,Brett,True,False,Brett,False,human_lose_llm_lose
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,True,player,[3],"[""DeAndre""]",True,3,"{""DeAndre"": 2, ""Brett"": 1}",[3],"[""DeAndre""]",0.6666666666666666,0.6365141682948128,True,-0.0,1.0,unanimous,DeAndre,True,True,No Werewolf,False,human_win_llm_win
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,True,player,[3],"[""DeAndre""]",False,2,"{""DeAndre"": 2}",[3],"[""DeAndre""]",1.0,-0.0,False,-0.0,1.0,unanimous,DeAndre,True,False,DeAndre,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,True,player,[2],"[""Mitchell""]",False,2,"{""Justin"": 2}",[0],"[""Justin""]",1.0,-0.0,True,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,True,player,[0],"[""Caitlynn""]",False,2,"{""Mike"": 1, ""Caitlynn"": 1}","[3, 0]","[""Mike"", ""Caitlynn""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Caitlynn,True,False,Caitlynn,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game2,True,player,[0],"[""Caitlynn""]",True,3,"{""Caitlynn"": 3}",[0],"[""Caitlynn""]",1.0,-0.0,True,-0.0,1.0,unanimous,Mitchell,True,False,Mitchell,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game1,True,player,[1],"[""James""]",False,2,"{""Paul"": 1, ""Justin"": 1}","[2, 0]","[""Paul"", ""Justin""]",0.5,0.6931471805599453,True,1.0986122886681096,0.3333333333333333,all_different,,False,,No Werewolf,False,missing_or_no_majority
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019 / Game2,True,player,[2],"[""Paul""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,James,True,False,Mitchell,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#63##March#23rd#2019 / Game1,True,player,[1],"[""James""]",True,1,"{""James"": 1}",[1],"[""James""]",1.0,-0.0,True,-0.0,1.0,unanimous,Justin,True,False,Justin,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game3,True,player,[2],"[""Paul""]",False,2,"{""Paul"": 1, ""Mitchell"": 1}","[2, 3]","[""Paul"", ""Mitchell""]",0.5,0.6931471805599453,False,-0.0,1.0,unanimous,James,True,True,James,True,human_lose_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game4,True,player,"[1, 2]","[""James"", ""Paul""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,-0.0,1.0,unanimous,Paul,True,True,Paul,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#64##March#23rd#2019 / Game5,True,player,[0],"[""Justin""]",True,3,"{""Justin"": 3}",[0],"[""Justin""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,James,True,False,James,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game1,False,,[],[],,3,"{""Alana"": 3}",[2],"[""Alana""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Alana,True,True,Mitchell,False,missing_or_no_majority
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game2,True,player,[0],"[""Caitlynn""]",False,2,"{""Caitlynn"": 2}",[0],"[""Caitlynn""]",1.0,-0.0,False,-0.0,1.0,unanimous,Caitlynn,True,False,Caitlynn,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game3,True,player,"[2, 1]","[""Alana"", ""Mitchell""]",True,1,"{""Mitchell"": 1}",[1],"[""Mitchell""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,True,Mitchell,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#7##November#6th#2016 / Game4,True,player,[0],"[""Caitlynn""]",True,1,"{""Caitlynn"": 1}",[0],"[""Caitlynn""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,True,Mitchell,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game1,True,circle,[],[],False,3,"{""Caitlynn"": 1, ""Mike"": 1, ""Matt"": 1}","[1, 4, 0]","[""Caitlynn"", ""Mike"", ""Matt""]",0.3333333333333333,1.0986122886681096,True,-0.0,1.0,unanimous,Mitchell,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#8##November#6th#2016 / Game4,True,player,[2],"[""Mitchell""]",True,3,"{""Mitchell"": 3}",[2],"[""Mitchell""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mike,True,False,No Werewolf,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game2,True,player,[2],"[""Caitlynn""]",False,2,"{""Caitlynn"": 1, ""Justin"": 1}","[2, 0]","[""Caitlynn"", ""Justin""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mike,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#83##October#15th#2019 / Game3,True,player,[1],"[""Meghan""]",True,2,"{""Meghan"": 2}",[1],"[""Meghan""]",1.0,-0.0,True,-0.0,1.0,unanimous,Mike,True,False,Mike,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game1,True,player,[2],"[""Paul""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game3,True,player,"[2, 0]","[""Paul"", ""Justin""]",True,2,"{""Paul"": 1, ""Justin"": 1}","[2, 0]","[""Paul"", ""Justin""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,Mitchell,True,False,Mitchell,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019 / Game4,True,player,[3],"[""Mike""]",True,2,"{""Mike"": 2}",[3],"[""Mike""]",1.0,-0.0,True,-0.0,1.0,unanimous,Mike,True,True,Mike,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game1,True,player,[1],"[""Mitchell""]",False,2,"{""Justin"": 1, ""Mitchell"": 1}","[0, 1]","[""Justin"", ""Mitchell""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#87##November#9th#2019 / Game2,True,player,[2],"[""Paul""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,1.0986122886681096,0.3333333333333333,all_different,,False,,Justin,False,missing_or_no_majority
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game2,True,player,[0],"[""Justin""]",True,2,"{""Justin"": 2}",[0],"[""Justin""]",1.0,-0.0,True,-0.0,1.0,unanimous,Justin,True,True,Justin,True,human_win_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#89##November#30th#2019 / Game3,True,player,[3],"[""James""]",False,2,"{""James"": 1, ""Mitchell"": 1}","[3, 1]","[""James"", ""Mitchell""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,Mitchell,True,True,Mitchell,True,human_lose_llm_win
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game1,True,player,"[1, 0]","[""Mitchell"", ""Caitlynn""]",False,2,"{""Caitlynn"": 2}",[0],"[""Caitlynn""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,False,Mitchell,False,human_lose_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game2,True,player,[2],"[""Alana""]",True,3,"{""Alana"": 3}",[2],"[""Alana""]",1.0,-0.0,True,-0.0,1.0,unanimous,Mike,True,False,No Werewolf,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,True,player,[0],"[""Caitlynn""]",True,2,"{""Caitlynn"": 1, ""Mike"": 1}","[0, 3]","[""Caitlynn"", ""Mike""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,False,Mitchell,False,human_win_llm_lose
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,True,player,[2],"[""Alana""]",True,3,"{""Mitchell"": 1, ""Alana"": 2}",[2],"[""Alana""]",0.6666666666666666,0.6365141682948128,True,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,False,No Werewolf,False,human_win_llm_lose
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,True,player,[1],"[""Shane""]",True,4,"{""Shane"": 4}",[1],"[""Shane""]",1.0,-0.0,True,-0.0,1.0,unanimous,Shane,True,True,Shane,True,human_win_llm_win
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,True,player,[2],"[""Paul""]",True,3,"{""Paul"": 2, ""Eric"": 1}",[2],"[""Paul""]",0.6666666666666666,0.6365141682948128,True,0.6365141682948128,0.6666666666666666,two_vs_one,Paul,True,True,Paul,True,human_win_llm_win
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,True,player,[4],"[""Mike""]",True,4,"{""Mike"": 4}",[4],"[""Mike""]",1.0,-0.0,True,-0.0,1.0,unanimous,Mike,True,True,Mike,True,human_win_llm_win
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,True,player,[3],"[""Mitchell""]",False,4,"{""Mitchell"": 3, ""Justin"": 1}",[3],"[""Mitchell""]",0.75,0.5623351446188083,False,-0.0,1.0,unanimous,Mitchell,True,False,Mitchell,False,human_lose_llm_lose
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,True,player,[4],"[""Mike""]",True,2,"{""Mike"": 2}",[4],"[""Mike""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Paul,True,False,Paul,False,human_win_llm_lose
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,True,player,[1],"[""Eric""]",False,2,"{""Mitchell"": 1, ""Eric"": 1}","[3, 1]","[""Mitchell"", ""Eric""]",0.5,0.6931471805599453,False,-0.0,1.0,unanimous,Eric,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,True,player,[1],"[""Mitchell""]",True,2,"{""Mitchell"": 2}",[1],"[""Mitchell""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Mitchell,True,True,Mitchell,True,human_win_llm_win
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,True,player,[1],"[""Mitchell""]",False,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,-0.0,1.0,unanimous,Paul,True,True,Paul,True,human_lose_llm_win
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,True,player,"[2, 0]","[""Paul"", ""Justin""]",True,2,"{""Paul"": 2}",[2],"[""Paul""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Tyler,True,False,Tyler,False,human_win_llm_lose
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,True,player,[3],"[""James""]",False,3,"{""James"": 3}",[3],"[""James""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,Justin,True,True,No Werewolf,False,human_lose_llm_win
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,True,player,[0],"[""Justin""]",True,3,"{""Paul"": 1, ""Mitchell"": 1, ""Justin"": 1}","[2, 4, 0]","[""Paul"", ""Mitchell"", ""Justin""]",0.3333333333333333,1.0986122886681096,True,-0.0,1.0,unanimous,No Werewolf,True,False,Paul,False,human_win_llm_lose
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,True,player,[2],"[""Paul""]",False,2,"{""Laura"": 1, ""Paul"": 1}","[1, 2]","[""Laura"", ""Paul""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Laura,True,True,Laura,True,human_lose_llm_win
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,True,player,[2],"[""Paul""]",True,3,"{""Paul"": 3}",[2],"[""Paul""]",1.0,-0.0,True,-0.0,1.0,unanimous,Paul,True,True,Paul,True,human_win_llm_win
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,True,player,[0],"[""Justin""]",False,3,"{""Justin"": 3}",[0],"[""Justin""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,False,No Werewolf,False,human_lose_llm_lose
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,True,player,[1],"[""Laura""]",True,3,"{""Laura"": 2, ""Justin"": 1}",[1],"[""Laura""]",0.6666666666666666,0.6365141682948128,True,-0.0,1.0,unanimous,Justin,True,False,Justin,False,human_win_llm_lose
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,True,player,[1],"[""Laura""]",False,3,"{""Paul"": 1, ""Justin"": 1, ""Laura"": 1}","[2, 0, 1]","[""Paul"", ""Justin"", ""Laura""]",0.3333333333333333,1.0986122886681096,True,0.6365141682948128,0.6666666666666666,two_vs_one,James,True,False,Mitchell,False,human_lose_llm_lose
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,True,player,[1],"[""Laura""]",True,3,"{""Laura"": 2, ""Justin"": 1}",[1],"[""Laura""]",0.6666666666666666,0.6365141682948128,True,0.6365141682948128,0.6666666666666666,two_vs_one,Laura,True,True,Laura,True,human_win_llm_win
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,True,player,[3],"[""James""]",False,3,"{""James"": 1, ""Laura"": 1, ""Mitchell"": 1}","[3, 1, 4]","[""James"", ""Laura"", ""Mitchell""]",0.3333333333333333,1.0986122886681096,True,1.0986122886681096,0.3333333333333333,all_different,,False,,James,False,missing_or_no_majority
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,True,player,[1],"[""Laura""]",True,3,"{""Laura"": 3}",[1],"[""Laura""]",1.0,-0.0,True,-0.0,1.0,unanimous,Laura,True,True,Laura,True,human_win_llm_win
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,True,player,[3],"[""Mitchell""]",False,4,"{""Mitchell"": 3, ""Justin"": 1}",[3],"[""Mitchell""]",0.75,0.5623351446188083,False,-0.0,1.0,unanimous,Justin,True,True,Justin,True,human_lose_llm_win
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,True,player,[3],"[""Mitchell""]",False,4,"{""Eric"": 1, ""Paul"": 1, ""Mitchell"": 1, ""Mike"": 1}","[1, 2, 3, 4]","[""Eric"", ""Paul"", ""Mitchell"", ""Mike""]",0.25,1.3862943611198906,False,-0.0,1.0,unanimous,Mike,True,False,Mike,False,human_lose_llm_lose
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,True,player,[2],"[""Paul""]",True,4,"{""Paul"": 3, ""Mike"": 1}",[2],"[""Paul""]",0.75,0.5623351446188083,True,0.6365141682948128,0.6666666666666666,two_vs_one,Paul,True,True,No Werewolf,False,human_win_llm_win
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,True,player,[1],"[""Eric""]",False,3,"{""Mitchell"": 1, ""Eric"": 2}",[1],"[""Eric""]",0.6666666666666666,0.6365141682948128,False,1.0986122886681096,0.3333333333333333,all_different,,False,,No Werewolf,False,missing_or_no_majority
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,False,,[],[],,3,"{""Jack"": 2, ""Sebastian"": 1}",[2],"[""Jack""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,Hailey,True,False,Hailey,False,missing_or_no_majority
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,False,,[],[],,0,{},[],[],,,,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,missing_or_no_majority
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,True,player,"[1, 5]","[""Ashley"", ""Sian""]",True,3,"{""Sian"": 2, ""Chris"": 1}",[5],"[""Sian""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,Ashley,True,True,Sian,False,human_win_llm_win
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,True,player,[3],"[""Chris""]",True,4,"{""Elliot"": 1, ""Chris"": 3}",[3],"[""Chris""]",0.75,0.5623351446188083,True,0.6365141682948128,0.6666666666666666,two_vs_one,Chris,True,True,Chris,True,human_win_llm_win
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,True,player,[4],"[""Sukeshi""]",False,4,"{""Sukeshi"": 4}",[4],"[""Sukeshi""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,James,True,False,James,False,human_lose_llm_lose
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,True,player,[1],"[""Ashley""]",False,4,"{""James"": 1, ""Elliot"": 1, ""Sian"": 1, ""Ashley"": 1}","[2, 0, 5, 1]","[""James"", ""Elliot"", ""Sian"", ""Ashley""]",0.25,1.3862943611198906,False,-0.0,1.0,unanimous,No Werewolf,True,True,No Werewolf,True,human_lose_llm_win
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,True,player,[1],"[""Ashley""]",False,3,"{""Ashley"": 3}",[1],"[""Ashley""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,Sian,True,False,Sian,False,human_lose_llm_lose
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,True,player,[0],"[""Elliot""]",False,5,"{""Elliot"": 3, ""Sukeshi"": 2}",[0],"[""Elliot""]",0.6,0.6730116670092565,False,0.6365141682948128,0.6666666666666666,two_vs_one,Chris,True,True,Chris,True,human_lose_llm_win
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,True,player,[0],"[""Zack""]",False,2,"{""Zack"": 1, ""Sean"": 1}","[0, 1]","[""Zack"", ""Sean""]",0.5,0.6931471805599453,True,0.6365141682948128,0.6666666666666666,two_vs_one,Hunter,True,False,No Werewolf,False,human_lose_llm_lose
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,True,player,[3],"[""Jacob""]",False,3,"{""Jacob"": 2, ""Zack"": 1}",[3],"[""Jacob""]",0.6666666666666666,0.6365141682948128,False,-0.0,1.0,unanimous,No Werewolf,True,False,No Werewolf,False,human_lose_llm_lose
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,True,circle,[],[],True,4,"{""Jacob"": 1, ""Sean"": 1, ""Zack"": 1, ""Hunter"": 1}","[3, 1, 0, 2]","[""Jacob"", ""Sean"", ""Zack"", ""Hunter""]",0.25,1.3862943611198906,False,-0.0,1.0,unanimous,Hunter,True,False,Hunter,False,human_win_llm_lose
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,True,player,[1],"[""Sean""]",True,3,"{""Sean"": 3}",[1],"[""Sean""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Hunter,True,False,No Werewolf,False,human_win_llm_lose
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,True,player,[3],"[""Jacob""]",False,3,"{""Jacob"": 3}",[3],"[""Jacob""]",1.0,-0.0,False,0.6365141682948128,0.6666666666666666,two_vs_one,No Werewolf,True,False,Zack,True,human_lose_llm_lose
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,True,player,[1],"[""Sean""]",False,3,"{""Zack"": 1, ""Sean"": 2}",[1],"[""Sean""]",0.6666666666666666,0.6365141682948128,False,0.6365141682948128,0.6666666666666666,two_vs_one,Zack,True,True,Zack,True,human_lose_llm_win
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,True,player,[2],"[""Erin""]",True,1,"{""Tyler"": 1}",[0],"[""Tyler""]",1.0,-0.0,True,-0.0,1.0,unanimous,Tyler,True,True,Tyler,True,human_win_llm_win
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,True,player,"[2, 3]","[""Erin"", ""Clint""]",True,2,"{""Clint"": 2}",[3],"[""Clint""]",1.0,-0.0,True,0.6365141682948128,0.6666666666666666,two_vs_one,Clint,True,True,Clint,True,human_win_llm_win
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,True,player,[2],"[""Erin""]",False,3,"{""Margaret"": 1, ""Erin"": 2}",[2],"[""Erin""]",0.6666666666666666,0.6365141682948128,False,-0.0,1.0,unanimous,Erin,True,False,Erin,False,human_lose_llm_lose
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,True,player,[3],"[""Clint""]",True,2,"{""Erin"": 1, ""Tyler"": 1}","[2, 0]","[""Erin"", ""Tyler""]",0.5,0.6931471805599453,True,-0.0,1.0,unanimous,Erin,True,False,Erin,False,human_win_llm_lose
