game_id,run_1,run_2,run_3,greedy_t0,stochastic_majority_vote,has_stochastic_majority,stochastic_majority_correct,agreement_type,greedy_vote,greedy_in_stochastic_vote_set,greedy_matches_stochastic_majority,greedy_correct
Youtube / One#Night#Ultimate#Werewolf#3#Insomniac / Game1,Brett,Brett,Brett,Brett,Brett,True,True,unanimous,Brett,True,True,True
Youtube / One#Night#Ultimate#Werewolf#361#Classic#Werewolf / Game1,Dylan,Kelsey,No Werewolf,Dylan,,False,,all_different,Dylan,True,False,True
Youtube / One#Night#Ultimate#Werewolf#362#More#Classic#Werewolf / Game1,No Werewolf,Kelsey,Kelsey,Kelsey,Kelsey,True,False,two_vs_one,Kelsey,True,True,False
Youtube / One#Night#Ultimate#Werewolf#363#Even#More#Classic#Werewolf / Game1,Kelsey,Pete,Katie,Pete,,False,,all_different,Pete,True,False,False
Youtube / One#Night#Ultimate#Werewolf#381#The#Hunt#Is#On / Game1,Dustin,Dustin,Dustin,Dustin,Dustin,True,False,unanimous,Dustin,True,True,False
Youtube / One#Night#Ultimate#Werewolf#382#Game#100!! / Game1,Dylan,Dylan,Dylan,No Werewolf,Dylan,True,False,unanimous,No Werewolf,False,False,False
Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,Pete,Pete,Pete,Brett,Pete,True,False,unanimous,Brett,False,False,True
Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,Pete,No Werewolf,Pete,Brett,Pete,True,False,two_vs_one,Brett,False,False,False
Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,Pete,Katie,No Werewolf,Katie,,False,,all_different,Katie,True,False,False
Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,No Werewolf,Brett,Brett,Brett,Brett,True,False,two_vs_one,Brett,True,True,False
Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,No Werewolf,DeAndre,True,True,unanimous,No Werewolf,False,False,False
Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,DeAndre,DeAndre,DeAndre,DeAndre,DeAndre,True,False,unanimous,DeAndre,True,True,False
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Shane,Shane,Shane,Shane,Shane,True,True,unanimous,Shane,True,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Paul,Paul,Mike,Paul,Paul,True,True,two_vs_one,Paul,True,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Mike,Mike,Mike,Mike,Mike,True,True,unanimous,Mike,True,True,True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Mitchell,Mitchell,Mitchell,Mitchell,Mitchell,True,False,unanimous,Mitchell,True,True,False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Paul,Paul,No Werewolf,Paul,Paul,True,False,two_vs_one,Paul,True,True,False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Eric,Eric,Eric,No Werewolf,Eric,True,False,unanimous,No Werewolf,False,False,False
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Mitchell,No Werewolf,Mitchell,Mitchell,Mitchell,True,True,two_vs_one,Mitchell,True,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Paul,Paul,Paul,Paul,Paul,True,True,unanimous,Paul,True,True,True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Tyler,James,Tyler,Tyler,Tyler,True,False,two_vs_one,Tyler,True,True,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Justin,Justin,No Werewolf,No Werewolf,Justin,True,True,two_vs_one,No Werewolf,True,False,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,No Werewolf,No Werewolf,No Werewolf,Paul,No Werewolf,True,False,unanimous,Paul,False,False,False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Laura,Laura,No Werewolf,Laura,Laura,True,True,two_vs_one,Laura,True,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Paul,Paul,Paul,Paul,Paul,True,True,unanimous,Paul,True,True,True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Mitchell,No Werewolf,No Werewolf,No Werewolf,No Werewolf,True,False,two_vs_one,No Werewolf,True,True,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Justin,Justin,Justin,Justin,Justin,True,False,unanimous,Justin,True,True,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,Mitchell,James,James,Mitchell,James,True,False,two_vs_one,Mitchell,True,False,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,No Werewolf,Laura,Laura,Laura,Laura,True,True,two_vs_one,Laura,True,True,True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,James,Laura,No Werewolf,James,,False,,all_different,James,True,False,False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Laura,Laura,Laura,Laura,Laura,True,True,unanimous,Laura,True,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Justin,Justin,Justin,Justin,Justin,True,True,unanimous,Justin,True,True,True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Mike,Mike,Mike,Mike,Mike,True,False,unanimous,Mike,True,True,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Paul,Paul,No Werewolf,No Werewolf,Paul,True,True,two_vs_one,No Werewolf,True,False,False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Mitchell,Eric,Justin,No Werewolf,,False,,all_different,No Werewolf,False,False,False
