game_id,source,session_name,game_key,n_players,n_valid_human_votes,n_missing_human_votes,has_werewolf,human_outcome_type,human_target_names,human_outcome_correct
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game3,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game3,4,4,0,True,player,"[""Caitlynn""]",True
Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016 / Game4,Youtube,ONE#NIGHT#ULTIMATE#WEREWOLF#9##November#6th#2016,Game4,4,4,0,True,player,"[""Alana""]",True
Youtube / One#Night#Ultimate#Werewolf#GAME#NIGHT!! / Game2,Youtube,One#Night#Ultimate#Werewolf#GAME#NIGHT!!,Game2,5,5,0,True,player,"[""Shane""]",True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game1,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game1,5,5,0,True,player,"[""Paul""]",True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game2,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game2,5,5,0,True,player,"[""Mike""]",True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game3,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game3,5,5,0,True,player,"[""Mitchell""]",False
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game4,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game4,5,5,0,True,player,"[""Mike""]",True
Youtube / Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7 / Game5,Youtube,Retrovision##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#7,Game5,5,5,0,True,player,"[""Eric""]",False
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game5,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game5,5,5,0,True,player,"[""Mitchell""]",True
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game6,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game6,5,5,0,True,player,"[""Mitchell""]",False
Youtube / The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF / Game7,Youtube,The#Return#of#the#King##ONE#NIGHT#ULTIMATE#WEREWOLF,Game7,5,5,0,True,player,"[""Justin"", ""Paul""]",True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game1,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game1,5,5,0,True,player,"[""James""]",False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game2,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game2,5,5,0,True,player,"[""Justin""]",True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game3,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game3,5,5,0,True,player,"[""Paul""]",False
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game4,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game4,5,5,0,True,player,"[""Paul""]",True
Youtube / Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11 / Game5,Youtube,Visions#from#2016##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#11,Game5,5,5,0,True,player,"[""Justin""]",False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game1,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game1,5,5,0,True,player,"[""Laura""]",True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game2,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game2,5,5,0,True,player,"[""Laura""]",False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game3,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game3,5,5,0,True,player,"[""Laura""]",True
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game4,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game4,5,5,0,True,player,"[""James""]",False
Youtube / Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10 / Game5,Youtube,Way#Way#Back##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#10,Game5,5,5,0,True,player,"[""Laura""]",True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game1,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game1,5,5,0,True,player,"[""Mitchell""]",False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game2,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game2,5,5,0,False,player,"[""Mitchell""]",False
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game3,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game3,5,5,0,True,player,"[""Paul""]",True
Youtube / Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8 / Game4,Youtube,Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8,Game4,5,5,0,True,player,"[""Eric""]",False
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game1,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game1,5,4,1,True,player,"[""Sebastian"", ""Jack""]",False
Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,Ego4D,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,Game2,5,0,5,True,,[],
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game4,6,6,0,True,player,"[""Ashley"", ""Sian""]",True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game5,6,6,0,True,player,"[""Chris""]",True
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game6,6,6,0,True,player,"[""Sukeshi""]",False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game7,6,6,0,False,player,"[""Ashley""]",False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game8,6,6,0,True,player,"[""Ashley""]",False
Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,Ego4D,0c2659db-7bd4-4b37-9b08-4e247befe382,Game9,6,6,0,True,player,"[""Elliot""]",False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game10,4,4,0,True,player,"[""Zack""]",False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game11,4,4,0,True,player,"[""Jacob""]",False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game6,4,4,0,False,circle,[],True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game7,4,4,0,True,player,"[""Sean""]",True
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game8,4,4,0,True,player,"[""Jacob""]",False
Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,Ego4D,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,Game9,4,4,0,True,player,"[""Sean""]",False
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game10,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game10,4,4,0,True,player,"[""Erin""]",True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game6,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game6,4,4,0,True,player,"[""Erin"", ""Clint""]",True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game7,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game7,4,4,0,True,player,"[""Erin""]",False
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game8,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game8,4,4,0,True,player,"[""Clint""]",True
Ego4D / 2ba4023c-a8bf-43ad-ad5a-80ba222ce990 / Game9,Ego4D,2ba4023c-a8bf-43ad-ad5a-80ba222ce990,Game9,4,4,0,True,player,"[""Tyler""]",True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game1,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game1,4,4,0,True,circle,[],False
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game2,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game2,4,4,0,True,player,"[""Sean""]",False
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game3,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game3,4,4,0,True,player,"[""Jacob""]",True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game4,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game4,4,4,0,True,player,"[""Hunter""]",True
Ego4D / 324bccd2-adff-4e9a-8ff4-03491e144ac3 / Game5,Ego4D,324bccd2-adff-4e9a-8ff4-03491e144ac3,Game5,4,4,0,True,player,"[""Sean""]",True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game1,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game1,4,0,4,True,,[],
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game2,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game2,4,1,3,False,circle,[],True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game3,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game3,4,0,4,True,,[],
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game4,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game4,4,0,4,False,,[],
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game5,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game5,4,2,2,False,circle,[],True
Ego4D / 3ba069be-60fa-47fc-bd7b-f85bf649a5bd / Game6,Ego4D,3ba069be-60fa-47fc-bd7b-f85bf649a5bd,Game6,4,1,3,False,circle,[],True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game10,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game10,4,0,4,True,,[],
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game11,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game11,4,2,2,True,circle,[],False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game12,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game12,4,3,1,False,player,"[""Jessica""]",False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game7,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game7,4,3,1,True,player,"[""Jessica""]",True
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game8,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game8,4,2,2,False,player,"[""Daniel""]",False
Ego4D / 62c4bc58-3776-4791-ac30-4c9ca5619503 / Game9,Ego4D,62c4bc58-3776-4791-ac30-4c9ca5619503,Game9,4,0,4,True,,[],
Ego4D / 64076f60-f3fc-4ee6-93e1-3489d8ec7b12 / Game3,Ego4D,64076f60-f3fc-4ee6-93e1-3489d8ec7b12,Game3,5,4,1,True,player,"[""Sebastian"", ""Jack""]",False
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game1,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game1,6,6,0,True,player,"[""Ashley""]",True
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game2,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game2,6,6,0,True,player,"[""James"", ""Sian""]",False
Ego4D / 698f6bbe-4347-4a06-bd5d-3482f5e4fbbe / Game3,Ego4D,698f6bbe-4347-4a06-bd5d-3482f5e4fbbe,Game3,6,6,0,True,player,"[""James""]",True
